APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,APMC/Commodity,deseasonalise_price,seasonality_type
Bhivandi,Other Vegetables,2015,April,406,1133,1386,1260,01-04-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1510.00015,multiplicative
Bhivandi,Other Vegetables,2016,April,877,943,1161,1050,01-04-2016,Thane,Maharashtra,"Bhivandi,Other Vegetables",1447.75401,multiplicative
Bhivandi,Other Vegetables,2015,August,1074,1215,1935,1573,01-08-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1360.550318,multiplicative
Bhivandi,Other Vegetables,2014,December,372,1057,1687,1374,01-12-2014,Thane,Maharashtra,"Bhivandi,Other Vegetables",1415.766806,multiplicative
Bhivandi,Other Vegetables,2015,December,607,851,1184,1041,01-12-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1323.363228,multiplicative
Bhivandi,Other Vegetables,2015,February,356,1089,1500,1289,01-02-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1206.601356,multiplicative
Bhivandi,Other Vegetables,2016,February,782,926,1252,1090,01-02-2016,Thane,Maharashtra,"Bhivandi,Other Vegetables",1179.27421,multiplicative
Bhivandi,Other Vegetables,2015,January,475,1153,1691,1432,01-01-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1362.337604,multiplicative
Bhivandi,Other Vegetables,2016,January,682,902,1246,1079,01-01-2016,Thane,Maharashtra,"Bhivandi,Other Vegetables",1351.621358,multiplicative
Bhivandi,Other Vegetables,2015,July,836,1258,1813,1538,01-07-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1308.605418,multiplicative
Bhivandi,Other Vegetables,2016,July,113,1630,3660,2440,01-07-2016,Thane,Maharashtra,"Bhivandi,Other Vegetables",1421.321679,multiplicative
Bhivandi,Other Vegetables,2015,June,626,1157,1383,1270,01-06-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1472.446806,multiplicative
Bhivandi,Other Vegetables,2016,June,468,1102,1276,1189,01-06-2016,Thane,Maharashtra,"Bhivandi,Other Vegetables",1466.533312,multiplicative
Bhivandi,Other Vegetables,2015,March,354,1105,1391,1248,01-03-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1231.509946,multiplicative
Bhivandi,Other Vegetables,2016,March,785,934,1216,1083,01-03-2016,Thane,Maharashtra,"Bhivandi,Other Vegetables",1144.023032,multiplicative
Bhivandi,Other Vegetables,2015,May,527,1086,1341,1211,01-05-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1072.644283,multiplicative
Bhivandi,Other Vegetables,2016,May,466,917,1173,1038,01-05-2016,Thane,Maharashtra,"Bhivandi,Other Vegetables",997.1431027,multiplicative
Bhivandi,Other Vegetables,2014,November,345,1010,1476,1219,01-11-2014,Thane,Maharashtra,"Bhivandi,Other Vegetables",1020.322326,multiplicative
Bhivandi,Other Vegetables,2015,November,430,840,1197,1025,01-11-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1023.360552,multiplicative
Bhivandi,Other Vegetables,2014,October,283,1021,1660,1339,01-10-2014,Thane,Maharashtra,"Bhivandi,Other Vegetables",1135.281337,multiplicative
Bhivandi,Other Vegetables,2015,October,3543,895,1391,1139,01-10-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",1158.532592,multiplicative
Bhivandi,Other Vegetables,2014,September,305,1113,2075,1598,01-09-2014,Thane,Maharashtra,"Bhivandi,Other Vegetables",1225.143183,multiplicative
Bhivandi,Other Vegetables,2015,September,1120,1262,1852,1552,01-09-2015,Thane,Maharashtra,"Bhivandi,Other Vegetables",2254.892651,multiplicative
Bhivandi,Potato,2015,April,148,1133,1578,1356,01-04-2015,Thane,Maharashtra,"Bhivandi,Potato",1057.974537,Additive
Bhivandi,Potato,2016,April,731,1097,1372,1231,01-04-2016,Thane,Maharashtra,"Bhivandi,Potato",1687.780093,Additive
Bhivandi,Potato,2015,August,649,2063,2575,2313,01-08-2015,Thane,Maharashtra,"Bhivandi,Potato",1883.516204,Additive
Bhivandi,Potato,2014,December,4922,1170,2030,1600,01-12-2014,Thane,Maharashtra,"Bhivandi,Potato",1704.363426,Additive
Bhivandi,Potato,2015,December,4367,1101,1453,1293,01-12-2015,Thane,Maharashtra,"Bhivandi,Potato",1556.05787,Additive
Bhivandi,Potato,2015,February,189,1170,1880,1480,01-02-2015,Thane,Maharashtra,"Bhivandi,Potato",1317.30787,Additive
Bhivandi,Potato,2016,February,980,1105,1395,1259,01-02-2016,Thane,Maharashtra,"Bhivandi,Potato",982.974537,Additive
Bhivandi,Potato,2015,January,250,1240,2014,1585,01-01-2015,Thane,Maharashtra,"Bhivandi,Potato",1543.780093,Additive
Bhivandi,Potato,2016,January,1124,1205,1599,1394,01-01-2016,Thane,Maharashtra,"Bhivandi,Potato",1724.516204,Additive
Bhivandi,Potato,2015,July,381,1489,1944,1722,01-07-2015,Thane,Maharashtra,"Bhivandi,Potato",1576.363426,Additive
Bhivandi,Potato,2016,July,13600,1230,1470,1280,01-07-2016,Thane,Maharashtra,"Bhivandi,Potato",1693.05787,Additive
Bhivandi,Potato,2015,June,3528,1267,1678,1472,01-06-2015,Thane,Maharashtra,"Bhivandi,Potato",2150.30787,Additive
Bhivandi,Potato,2016,June,124403,1069,1412,1238,01-06-2016,Thane,Maharashtra,"Bhivandi,Potato",2962.974537,Additive
Bhivandi,Potato,2015,March,153,1185,1715,1445,01-03-2015,Thane,Maharashtra,"Bhivandi,Potato",1487.780093,Additive
Bhivandi,Potato,2016,March,750,916,1136,1022,01-03-2016,Thane,Maharashtra,"Bhivandi,Potato",1499.516204,Additive
Bhivandi,Potato,2015,May,142,1163,1588,1363,01-05-2015,Thane,Maharashtra,"Bhivandi,Potato",1397.363426,Additive
Bhivandi,Potato,2016,May,157268,998,1327,1188,01-05-2016,Thane,Maharashtra,"Bhivandi,Potato",1365.05787,Additive
Bhivandi,Potato,2014,November,101,1056,2000,1522,01-11-2014,Thane,Maharashtra,"Bhivandi,Potato",1096.30787,Additive
Bhivandi,Potato,2015,November,189,983,1333,1138,01-11-2015,Thane,Maharashtra,"Bhivandi,Potato",559.974537,Additive
Bhivandi,Potato,2014,October,81,1000,2000,1500,01-10-2014,Thane,Maharashtra,"Bhivandi,Potato",1418.780093,Additive
Bhivandi,Potato,2015,October,126,1000,1600,1300,01-10-2015,Thane,Maharashtra,"Bhivandi,Potato",1549.516204,Additive
Bhivandi,Potato,2014,September,50,1060,2020,1520,01-09-2014,Thane,Maharashtra,"Bhivandi,Potato",1342.363426,Additive
Bhivandi,Potato,2015,September,345,3025,3825,3425,01-09-2015,Thane,Maharashtra,"Bhivandi,Potato",1251.05787,Additive
Bhivandi,Rice(Paddy-Hus),2015,April,348,1590,1770,1680,01-04-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2030.175347,Additive
Bhivandi,Rice(Paddy-Hus),2016,April,1146,2182,3658,2973,01-04-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2261.758681,Additive
Bhivandi,Rice(Paddy-Hus),2015,August,426,2080,2540,2300,01-08-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1765.842014,Additive
Bhivandi,Rice(Paddy-Hus),2016,August,745880,2287,3262,2503,01-08-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1758.675347,Additive
Bhivandi,Rice(Paddy-Hus),2014,December,1375,1467,2119,1814,01-12-2014,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1153.633681,Additive
Bhivandi,Rice(Paddy-Hus),2015,December,741,2323,2923,2626,01-12-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1638.425347,Additive
Bhivandi,Rice(Paddy-Hus),2015,February,445,1455,1675,1558,01-02-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1475.737847,Additive
Bhivandi,Rice(Paddy-Hus),2016,February,1456,2176,3100,2621,01-02-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1647.175347,Additive
Bhivandi,Rice(Paddy-Hus),2015,January,1147,1599,2101,1833,01-01-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1835.842014,Additive
Bhivandi,Rice(Paddy-Hus),2016,January,1956,2375,4195,3324,01-01-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1898.800347,Additive
Bhivandi,Rice(Paddy-Hus),2015,July,372,1630,1910,1780,01-07-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",1994.758681,Additive
Bhivandi,Rice(Paddy-Hus),2016,July,596883,2190,4157,2940,01-07-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2101.175347,Additive
Bhivandi,Rice(Paddy-Hus),2015,June,287,1500,1700,1600,01-06-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2211.175347,Additive
Bhivandi,Rice(Paddy-Hus),2016,June,595353,2029,2383,2215,01-06-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2330.758681,Additive
Bhivandi,Rice(Paddy-Hus),2015,March,360,1450,1730,1570,01-03-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2464.842014,Additive
Bhivandi,Rice(Paddy-Hus),2016,March,1372,2142,3921,3147,01-03-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2570.675347,Additive
Bhivandi,Rice(Paddy-Hus),2015,May,279,1473,1798,1648,01-05-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2644.633681,Additive
Bhivandi,Rice(Paddy-Hus),2016,May,377338,2860,4338,3573,01-05-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2701.425347,Additive
Bhivandi,Rice(Paddy-Hus),2014,November,1278,1406,2265,1818,01-11-2014,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",3052.737847,Additive
Bhivandi,Rice(Paddy-Hus),2015,November,215,2250,2817,2517,01-11-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2940.175347,Additive
Bhivandi,Rice(Paddy-Hus),2014,October,1148,1418,2496,2011,01-10-2014,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",3760.842014,Additive
Bhivandi,Rice(Paddy-Hus),2015,October,374,1940,2220,2080,01-10-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2513.800347,Additive
Bhivandi,Rice(Paddy-Hus),2016,October,732950,2252,3494,2639,01-10-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",3154.758681,Additive
Bhivandi,Rice(Paddy-Hus),2014,September,849,1413,2408,1950,01-09-2014,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2304.175347,Additive
Bhivandi,Rice(Paddy-Hus),2015,September,627,2024,2296,2131,01-09-2015,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2815.175347,Additive
Bhivandi,Rice(Paddy-Hus),2016,September,650200,2372,3484,2735,01-09-2016,Thane,Maharashtra,"Bhivandi,Rice(Paddy-Hus)",2889.758681,Additive
Bhivandi,Wheat(Husked),2015,April,408,1513,1680,1597,01-04-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1681.604167,Additive
Bhivandi,Wheat(Husked),2016,April,843,1843,2235,2033,01-04-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1708.979167,Additive
Bhivandi,Wheat(Husked),2015,August,441,1840,2200,2020,01-08-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1555.145833,Additive
Bhivandi,Wheat(Husked),2016,August,91000,2000,2800,2163,01-08-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1632.020833,Additive
Bhivandi,Wheat(Husked),2014,December,269,1460,2080,1780,01-12-2014,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1726.479167,Additive
Bhivandi,Wheat(Husked),2015,December,419,2021,2324,2186,01-12-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1715.020833,Additive
Bhivandi,Wheat(Husked),2015,February,512,1629,1843,1729,01-02-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1667.875,Additive
Bhivandi,Wheat(Husked),2016,February,874,1929,2328,2138,01-02-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1727,Additive
Bhivandi,Wheat(Husked),2015,January,681,1706,2069,1877,01-01-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1779.6875,Additive
Bhivandi,Wheat(Husked),2016,January,1165,2027,2469,2244,01-01-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1814.8125,Additive
Bhivandi,Wheat(Husked),2015,July,4501,1600,1920,1760,01-07-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1847.020833,Additive
Bhivandi,Wheat(Husked),2016,July,79450,1990,2815,2350,01-07-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1879.354167,Additive
Bhivandi,Wheat(Husked),2015,June,285,1375,1550,1438,01-06-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1918.604167,Additive
Bhivandi,Wheat(Husked),2016,June,103830,1897,2317,2179,01-06-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1958.979167,Additive
Bhivandi,Wheat(Husked),2015,March,339,1400,1640,1520,01-03-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1992.145833,Additive
Bhivandi,Wheat(Husked),2016,March,770,1826,2249,2053,01-03-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2038.020833,Additive
Bhivandi,Wheat(Husked),2015,May,371,1575,1750,1663,01-05-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2093.479167,Additive
Bhivandi,Wheat(Husked),2016,May,86860,1858,2231,2023,01-05-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2124.020833,Additive
Bhivandi,Wheat(Husked),2014,November,192,1388,1838,1663,01-11-2014,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2200.875,Additive
Bhivandi,Wheat(Husked),2015,November,116,1913,2317,2100,01-11-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2163,Additive
Bhivandi,Wheat(Husked),2014,October,63,1467,2067,1900,01-10-2014,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2139.6875,Additive
Bhivandi,Wheat(Husked),2015,October,159,2017,2283,2150,01-10-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2555.8125,Additive
Bhivandi,Wheat(Husked),2016,October,122200,1838,2431,1981,01-10-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2437.020833,Additive
Bhivandi,Wheat(Husked),2014,September,35,1388,2145,1788,01-09-2014,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2022.354167,Additive
Bhivandi,Wheat(Husked),2015,September,436,1892,2133,2025,01-09-2015,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",2110.604167,Additive
Bhivandi,Wheat(Husked),2016,September,31000,1867,2700,2217,01-09-2016,Thane,Maharashtra,"Bhivandi,Wheat(Husked)",1789.979167,Additive
Bhiwapur,Chillies(Red),2015,April,980,3020,6023,4521,01-04-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",7557.086552,multiplicative
Bhiwapur,Chillies(Red),2016,April,612,7000,10917,8833,01-04-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",4042.526156,multiplicative
Bhiwapur,Chillies(Red),2015,August,130,2290,4310,3310,01-08-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",4590.366557,multiplicative
Bhiwapur,Chillies(Red),2016,August,89,7500,10875,8825,01-08-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",2937.51269,multiplicative
Bhiwapur,Chillies(Red),2014,December,592,2723,5525,4124,01-12-2014,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",3986.735485,multiplicative
Bhiwapur,Chillies(Red),2015,December,125,4500,9750,7875,01-12-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",4634.570613,multiplicative
Bhiwapur,Chillies(Red),2015,February,2545,4500,7875,6200,01-02-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",3559.793369,multiplicative
Bhiwapur,Chillies(Red),2016,February,390,7000,12750,9125,01-02-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",3639.314523,multiplicative
Bhiwapur,Chillies(Red),2015,January,267,3000,7800,5200,01-01-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",3499.796576,multiplicative
Bhiwapur,Chillies(Red),2016,January,279,5600,11400,8200,01-01-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",3659.743833,multiplicative
Bhiwapur,Chillies(Red),2015,July,18,53,73,73,01-07-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",3906.499759,multiplicative
Bhiwapur,Chillies(Red),2016,July,62,7300,11375,9175,01-07-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",4123.064544,multiplicative
Bhiwapur,Chillies(Red),2015,June,125,810,2323,1568,01-06-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",4393.615183,multiplicative
Bhiwapur,Chillies(Red),2016,June,221,8375,13250,11000,01-06-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",4714.862085,multiplicative
Bhiwapur,Chillies(Red),2015,March,700,3687,5360,4523,01-03-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",5068.52974,multiplicative
Bhiwapur,Chillies(Red),2016,March,535,6600,11500,9000,01-03-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",5609.338611,multiplicative
Bhiwapur,Chillies(Red),2015,May,1340,2832,5240,3936,01-05-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",6286.775188,multiplicative
Bhiwapur,Chillies(Red),2016,May,259,7800,11600,9300,01-05-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",6821.041426,multiplicative
Bhiwapur,Chillies(Red),2014,November,115,4000,8000,6000,01-11-2014,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",7083.382781,multiplicative
Bhiwapur,Chillies(Red),2015,November,129,4750,9500,6625,01-11-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",7110.388228,multiplicative
Bhiwapur,Chillies(Red),2014,October,163,3000,6500,4750,01-10-2014,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",8269.336422,multiplicative
Bhiwapur,Chillies(Red),2015,October,157,3200,9100,5540,01-10-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",25674.22332,multiplicative
Bhiwapur,Chillies(Red),2016,October,63,6000,9250,7750,01-10-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",490988.1547,multiplicative
Bhiwapur,Chillies(Red),2014,September,155,3000,5833,4417,01-09-2014,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",10992.76272,multiplicative
Bhiwapur,Chillies(Red),2015,September,213,1656,3672,2568,01-09-2015,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",14328.86572,multiplicative
Bhiwapur,Chillies(Red),2016,September,75,6750,10250,8375,01-09-2016,Nagpur,Maharashtra,"Bhiwapur,Chillies(Red)",6595.70057,multiplicative
Bhiwapur,Paddy-Unhusked,2015,April,1850,1863,1941,1900,01-04-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2302.729167,Additive
Bhiwapur,Paddy-Unhusked,2016,April,2040,2050,2173,2118,01-04-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2351.9375,Additive
Bhiwapur,Paddy-Unhusked,2015,August,700,1917,1960,1960,01-08-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2486.020833,Additive
Bhiwapur,Paddy-Unhusked,2016,August,65,2300,2350,2325,01-08-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1936.4375,Additive
Bhiwapur,Paddy-Unhusked,2014,December,6125,1850,2008,1929,01-12-2014,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2118.395833,Additive
Bhiwapur,Paddy-Unhusked,2015,December,12050,1917,1986,1952,01-12-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2098.145833,Additive
Bhiwapur,Paddy-Unhusked,2015,February,4200,1910,2032,1965,01-02-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1982.729167,Additive
Bhiwapur,Paddy-Unhusked,2016,February,5550,1840,1931,1885,01-02-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1897.145833,Additive
Bhiwapur,Paddy-Unhusked,2015,January,4250,1988,2098,2043,01-01-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1929.1875,Additive
Bhiwapur,Paddy-Unhusked,2016,January,5565,1867,1958,1917,01-01-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1906.8125,Additive
Bhiwapur,Paddy-Unhusked,2015,July,1170,1750,1863,1847,01-07-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1902.520833,Additive
Bhiwapur,Paddy-Unhusked,2016,July,725,2083,2125,2100,01-07-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1893.9375,Additive
Bhiwapur,Paddy-Unhusked,2015,June,2100,1754,1815,1788,01-06-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1893.729167,Additive
Bhiwapur,Paddy-Unhusked,2016,June,1665,2288,2368,2326,01-06-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1905.9375,Additive
Bhiwapur,Paddy-Unhusked,2015,March,860,1800,1850,1825,01-03-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1926.020833,Additive
Bhiwapur,Paddy-Unhusked,2016,March,1150,1850,1943,1900,01-03-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1959.4375,Additive
Bhiwapur,Paddy-Unhusked,2015,May,2550,1875,1938,1906,01-05-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1992.395833,Additive
Bhiwapur,Paddy-Unhusked,2016,May,2450,2135,2208,2170,01-05-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2018.145833,Additive
Bhiwapur,Paddy-Unhusked,2014,November,851,2225,2567,2395,01-11-2014,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2057.729167,Additive
Bhiwapur,Paddy-Unhusked,2015,November,4350,1800,1952,1835,01-11-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2115.145833,Additive
Bhiwapur,Paddy-Unhusked,2014,October,370,2500,2542,2521,01-10-2014,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2193.1875,Additive
Bhiwapur,Paddy-Unhusked,2015,October,1050,2025,2125,2075,01-10-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2444.8125,Additive
Bhiwapur,Paddy-Unhusked,2016,October,373,2229,2273,2245,01-10-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2155.520833,Additive
Bhiwapur,Paddy-Unhusked,2014,September,525,2583,2868,2727,01-09-2014,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2258.9375,Additive
Bhiwapur,Paddy-Unhusked,2015,September,2525,2163,2332,2318,01-09-2015,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",1902.729167,Additive
Bhiwapur,Paddy-Unhusked,2016,September,587,2313,2347,2327,01-09-2016,Nagpur,Maharashtra,"Bhiwapur,Paddy-Unhusked",2075.9375,Additive
Bhokar,Gram,2015,April,682,3267,3632,3435,01-04-2015,Nanded,Maharashtra,"Bhokar,Gram",2571.541029,multiplicative
Bhokar,Gram,2016,April,236,4679,5036,4829,01-04-2016,Nanded,Maharashtra,"Bhokar,Gram",3264.93269,multiplicative
Bhokar,Gram,2015,August,60,3684,3841,3753,01-08-2015,Nanded,Maharashtra,"Bhokar,Gram",4385.203905,multiplicative
Bhokar,Gram,2016,August,15,5850,6275,6088,01-08-2016,Nanded,Maharashtra,"Bhokar,Gram",3395.111829,multiplicative
Bhokar,Gram,2015,December,25,4101,4101,4101,01-12-2015,Nanded,Maharashtra,"Bhokar,Gram",3635.454716,multiplicative
Bhokar,Gram,2015,February,31,3186,3219,3199,01-02-2015,Nanded,Maharashtra,"Bhokar,Gram",3775.97828,multiplicative
Bhokar,Gram,2016,February,101,3900,4156,4031,01-02-2016,Nanded,Maharashtra,"Bhokar,Gram",3552.70278,multiplicative
Bhokar,Gram,2015,January,27,3182,3252,3202,01-01-2015,Nanded,Maharashtra,"Bhokar,Gram",3645.927115,multiplicative
Bhokar,Gram,2016,January,13,4095,4135,4115,01-01-2016,Nanded,Maharashtra,"Bhokar,Gram",3668.432337,multiplicative
Bhokar,Gram,2015,July,126,3940,4055,3989,01-07-2015,Nanded,Maharashtra,"Bhokar,Gram",3696.574003,multiplicative
Bhokar,Gram,2016,July,18,6425,7200,7025,01-07-2016,Nanded,Maharashtra,"Bhokar,Gram",3767.333666,multiplicative
Bhokar,Gram,2015,June,235,3907,4233,4053,01-06-2015,Nanded,Maharashtra,"Bhokar,Gram",3836.75518,multiplicative
Bhokar,Gram,2016,June,157,5808,6121,5956,01-06-2016,Nanded,Maharashtra,"Bhokar,Gram",3928.965767,multiplicative
Bhokar,Gram,2015,March,897,3092,3365,3254,01-03-2015,Nanded,Maharashtra,"Bhokar,Gram",4035.612136,multiplicative
Bhokar,Gram,2016,March,399,4025,4232,4134,01-03-2016,Nanded,Maharashtra,"Bhokar,Gram",4162.898429,multiplicative
Bhokar,Gram,2015,May,266,3936,4325,4100,01-05-2015,Nanded,Maharashtra,"Bhokar,Gram",4363.174633,multiplicative
Bhokar,Gram,2016,May,207,5215,5435,5336,01-05-2016,Nanded,Maharashtra,"Bhokar,Gram",4580.968415,multiplicative
Bhokar,Gram,2014,November,283,3013,3627,3279,01-11-2014,Nanded,Maharashtra,"Bhokar,Gram",4797.140199,multiplicative
Bhokar,Gram,2015,November,194,4016,4085,4053,01-11-2015,Nanded,Maharashtra,"Bhokar,Gram",4994.469206,multiplicative
Bhokar,Gram,2014,October,56,2452,3079,2889,01-10-2014,Nanded,Maharashtra,"Bhokar,Gram",4745.040753,multiplicative
Bhokar,Gram,2015,October,264,4388,4429,4414,01-10-2015,Nanded,Maharashtra,"Bhokar,Gram",5390.866766,multiplicative
Bhokar,Gram,2015,September,13,3571,3571,3571,01-09-2015,Nanded,Maharashtra,"Bhokar,Gram",6510.010622,multiplicative
Bhokar,Gram,2016,September,18,6367,6700,6567,01-09-2016,Nanded,Maharashtra,"Bhokar,Gram",6111.251627,multiplicative
Bhokar,Pigeon Pea (Tur),2015,April,2141,5478,6200,5740,01-04-2015,Nanded,Maharashtra,"Bhokar,Pigeon Pea (Tur)",4465.727431,Additive
Bhokar,Pigeon Pea (Tur),2016,April,2710,8350,9063,8769,01-04-2016,Nanded,Maharashtra,"Bhokar,Pigeon Pea (Tur)",3936.394097,Additive
Bhokar,Pigeon Pea (Tur),2015,August,222,7249,7930,7550,01-08-2015,Nanded,Maharashtra,"Bhokar,Pigeon Pea (Tur)",4254.644097,Additive
Bhokar,Pigeon Pea (Tur),2016,August,441,5360,5655,5475,01-08-2016,Nanded,Maharashtra,"Bhokar,Pigeon Pea (Tur)",6542.894097,Additive
