APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,APMC/Commodity,deseasonalise_price,seasonality_type
Partur,Sorgum(Jawar),2015,July,172,1127,1356,1231,01-07-2015,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1407.401317,multiplicative
Partur,Sorgum(Jawar),2016,July,270,1756,1863,1819,01-07-2016,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1430.785448,multiplicative
Partur,Sorgum(Jawar),2015,June,567,1232,1554,1404,01-06-2015,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1458.357163,multiplicative
Partur,Sorgum(Jawar),2016,June,807,1738,1823,1780,01-06-2016,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1476.683025,multiplicative
Partur,Sorgum(Jawar),2015,March,554,1168,1544,1342,01-03-2015,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1493.847973,multiplicative
Partur,Sorgum(Jawar),2016,March,1578,1611,1716,1646,01-03-2016,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1520.880692,multiplicative
Partur,Sorgum(Jawar),2015,May,842,1329,1703,1475,01-05-2015,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1560.849314,multiplicative
Partur,Sorgum(Jawar),2016,May,1036,1714,1802,1751,01-05-2016,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1598.952181,multiplicative
Partur,Sorgum(Jawar),2014,November,257,1155,1787,1390,01-11-2014,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1651.816487,multiplicative
Partur,Sorgum(Jawar),2015,November,85,1540,1822,1728,01-11-2015,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1549.380029,multiplicative
Partur,Sorgum(Jawar),2015,October,160,1215,1398,1292,01-10-2015,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1597.070909,multiplicative
Partur,Sorgum(Jawar),2016,October,319,1705,1869,1782,01-10-2016,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1748.51558,multiplicative
Partur,Sorgum(Jawar),2014,September,983,1494,2814,1860,01-09-2014,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",2079.661247,multiplicative
Partur,Sorgum(Jawar),2015,September,333,1266,1565,1378,01-09-2015,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1779.269615,multiplicative
Partur,Sorgum(Jawar),2016,September,676,1595,1681,1642,01-09-2016,Jalna,Maharashtra,"Partur,Sorgum(Jawar)",1737.75215,multiplicative
Partur,Wheat(Husked),2015,April,941,1812,2283,1976,01-04-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1568.239583,Additive
Partur,Wheat(Husked),2016,April,506,1761,2170,1930,01-04-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1783.53125,Additive
Partur,Wheat(Husked),2015,August,145,1496,1790,1617,01-08-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1545.989583,Additive
Partur,Wheat(Husked),2016,August,129,1769,1956,1922,01-08-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1405.947917,Additive
Partur,Wheat(Husked),2014,December,55,1384,1564,1451,01-12-2014,Jalna,Maharashtra,"Partur,Wheat(Husked)",1584.072917,Additive
Partur,Wheat(Husked),2015,December,83,1686,2014,1805,01-12-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1406.322917,Additive
Partur,Wheat(Husked),2015,February,30,1385,1601,1445,01-02-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1501.90625,Additive
Partur,Wheat(Husked),2016,February,90,1708,2464,1862,01-02-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1755.989583,Additive
Partur,Wheat(Husked),2015,January,163,1462,1660,1530,01-01-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1603.53125,Additive
Partur,Wheat(Husked),2016,January,44,1570,1850,1738,01-01-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1626.197917,Additive
Partur,Wheat(Husked),2015,July,213,1407,1730,1556,01-07-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1649.614583,Additive
Partur,Wheat(Husked),2016,July,88,1878,2178,2001,01-07-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1675.65625,Additive
Partur,Wheat(Husked),2015,June,654,1447,1908,1655,01-06-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1711.239583,Additive
Partur,Wheat(Husked),2016,June,204,1801,2139,1981,01-06-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1727.53125,Additive
Partur,Wheat(Husked),2015,March,521,1319,1636,1454,01-03-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1735.989583,Additive
Partur,Wheat(Husked),2016,March,392,1738,2020,1891,01-03-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1759.947917,Additive
Partur,Wheat(Husked),2015,May,840,1554,1972,1721,01-05-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1792.072917,Additive
Partur,Wheat(Husked),2016,May,429,1801,2130,1970,01-05-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1823.322917,Additive
Partur,Wheat(Husked),2014,November,206,2345,1555,1484,01-11-2014,Jalna,Maharashtra,"Partur,Wheat(Husked)",1938.90625,Additive
Partur,Wheat(Husked),2015,November,71,1578,1801,1674,01-11-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1709.989583,Additive
Partur,Wheat(Husked),2015,October,144,1487,1812,1675,01-10-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1852.53125,Additive
Partur,Wheat(Husked),2016,October,73,1736,2077,1941,01-10-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1952.197917,Additive
Partur,Wheat(Husked),2014,September,511,1378,1583,1487,01-09-2014,Jalna,Maharashtra,"Partur,Wheat(Husked)",2094.614583,Additive
Partur,Wheat(Husked),2015,September,157,1476,1813,1630,01-09-2015,Jalna,Maharashtra,"Partur,Wheat(Husked)",1980.65625,Additive
Partur,Wheat(Husked),2016,September,166,1720,2054,1881,01-09-2016,Jalna,Maharashtra,"Partur,Wheat(Husked)",1962.239583,Additive
Patan,Brinjal,2015,April,1007,539,694,617,01-04-2015,Satara,Maharashtra,"Patan,Brinjal",2161.450062,multiplicative
Patan,Brinjal,2016,April,1440,1232,1565,1397,01-04-2016,Satara,Maharashtra,"Patan,Brinjal",1247.36297,multiplicative
Patan,Brinjal,2015,August,2170,783,998,890,01-08-2015,Satara,Maharashtra,"Patan,Brinjal",1889.310793,multiplicative
Patan,Brinjal,2016,August,580,1713,2118,1913,01-08-2016,Satara,Maharashtra,"Patan,Brinjal",1572.276521,multiplicative
Patan,Brinjal,2014,December,1034,1859,2397,2128,01-12-2014,Satara,Maharashtra,"Patan,Brinjal",794.4476956,multiplicative
Patan,Brinjal,2015,December,1142,1450,1804,1625,01-12-2015,Satara,Maharashtra,"Patan,Brinjal",1504.920215,multiplicative
Patan,Brinjal,2015,February,1411,877,1154,1019,01-02-2015,Satara,Maharashtra,"Patan,Brinjal",1218.905952,multiplicative
Patan,Brinjal,2016,February,1894,833,1038,936,01-02-2016,Satara,Maharashtra,"Patan,Brinjal",829.6940805,multiplicative
Patan,Brinjal,2015,January,813,1318,1739,1525,01-01-2015,Satara,Maharashtra,"Patan,Brinjal",1028.763639,multiplicative
Patan,Brinjal,2016,January,1551,2229,2753,2488,01-01-2016,Satara,Maharashtra,"Patan,Brinjal",967.3245868,multiplicative
Patan,Brinjal,2015,July,1962,738,991,865,01-07-2015,Satara,Maharashtra,"Patan,Brinjal",984.7272741,multiplicative
Patan,Brinjal,2016,July,397,1858,2367,2121,01-07-2016,Satara,Maharashtra,"Patan,Brinjal",1018.019371,multiplicative
Patan,Brinjal,2015,June,1819,612,762,685,01-06-2015,Satara,Maharashtra,"Patan,Brinjal",1018.511186,multiplicative
Patan,Brinjal,2016,June,1262,1731,2175,1953,01-06-2016,Satara,Maharashtra,"Patan,Brinjal",1051.651956,multiplicative
Patan,Brinjal,2015,March,1144,970,1240,1110,01-03-2015,Satara,Maharashtra,"Patan,Brinjal",1116.912033,multiplicative
Patan,Brinjal,2016,March,1570,1056,1362,1206,01-03-2016,Satara,Maharashtra,"Patan,Brinjal",1200.634092,multiplicative
Patan,Brinjal,2015,May,1313,382,506,444,01-05-2015,Satara,Maharashtra,"Patan,Brinjal",1296.12188,multiplicative
Patan,Brinjal,2016,May,1819,1194,1578,1389,01-05-2016,Satara,Maharashtra,"Patan,Brinjal",1382.340845,multiplicative
Patan,Brinjal,2014,November,1172,2474,3011,2742,01-11-2014,Satara,Maharashtra,"Patan,Brinjal",1324.324845,multiplicative
Patan,Brinjal,2015,November,1322,1364,1871,1621,01-11-2015,Satara,Maharashtra,"Patan,Brinjal",1878.578007,multiplicative
Patan,Brinjal,2014,October,1703,1462,1712,1587,01-10-2014,Satara,Maharashtra,"Patan,Brinjal",3218.361925,multiplicative
Patan,Brinjal,2015,October,1386,1207,1461,1338,01-10-2015,Satara,Maharashtra,"Patan,Brinjal",2757.934187,multiplicative
Patan,Brinjal,2016,October,872,2379,3044,2709,01-10-2016,Satara,Maharashtra,"Patan,Brinjal",2414.574044,multiplicative
Patan,Brinjal,2014,September,2068,1536,1829,1685,01-09-2014,Satara,Maharashtra,"Patan,Brinjal",2188.169727,multiplicative
Patan,Brinjal,2015,September,1657,703,884,794,01-09-2015,Satara,Maharashtra,"Patan,Brinjal",1894.636048,multiplicative
Patan,Brinjal,2016,September,527,1312,1642,1477,01-09-2016,Satara,Maharashtra,"Patan,Brinjal",2129.241516,multiplicative
Patan,Cabbage,2015,April,345,483,617,550,01-04-2015,Satara,Maharashtra,"Patan,Cabbage",911.7951389,Additive
Patan,Cabbage,2016,April,1162,1021,1300,1161,01-04-2016,Satara,Maharashtra,"Patan,Cabbage",717.0868056,Additive
Patan,Cabbage,2015,August,1057,754,938,846,01-08-2015,Satara,Maharashtra,"Patan,Cabbage",458.3368056,Additive
Patan,Cabbage,2016,August,385,1346,1696,1521,01-08-2016,Satara,Maharashtra,"Patan,Cabbage",702.0451389,Additive
Patan,Cabbage,2014,December,1071,865,1165,1015,01-12-2014,Satara,Maharashtra,"Patan,Cabbage",872.2534722,Additive
Patan,Cabbage,2015,December,780,994,1261,1128,01-12-2015,Satara,Maharashtra,"Patan,Cabbage",1451.670139,Additive
Patan,Cabbage,2015,February,823,900,1129,1014,01-02-2015,Satara,Maharashtra,"Patan,Cabbage",937.9618056,Additive
Patan,Cabbage,2016,February,1582,519,647,583,01-02-2016,Satara,Maharashtra,"Patan,Cabbage",573.0451389,Additive
Patan,Cabbage,2015,January,1256,936,1164,1057,01-01-2015,Satara,Maharashtra,"Patan,Cabbage",739.0868056,Additive
Patan,Cabbage,2016,January,1330,973,1240,1107,01-01-2016,Satara,Maharashtra,"Patan,Cabbage",757.0034722,Additive
Patan,Cabbage,2015,July,753,733,933,833,01-07-2015,Satara,Maharashtra,"Patan,Cabbage",763.7951389,Additive
Patan,Cabbage,2016,July,427,2260,2780,2520,01-07-2016,Satara,Maharashtra,"Patan,Cabbage",747.9201389,Additive
Patan,Cabbage,2015,June,695,667,814,740,01-06-2015,Satara,Maharashtra,"Patan,Cabbage",725.7951389,Additive
Patan,Cabbage,2016,June,1109,1429,1847,1626,01-06-2016,Satara,Maharashtra,"Patan,Cabbage",747.0868056,Additive
Patan,Cabbage,2015,March,690,575,725,650,01-03-2015,Satara,Maharashtra,"Patan,Cabbage",775.3368056,Additive
Patan,Cabbage,2016,March,1428,480,620,550,01-03-2016,Satara,Maharashtra,"Patan,Cabbage",815.0451389,Additive
Patan,Cabbage,2015,May,525,588,713,650,01-05-2015,Satara,Maharashtra,"Patan,Cabbage",922.2534722,Additive
Patan,Cabbage,2016,May,1136,625,808,717,01-05-2016,Satara,Maharashtra,"Patan,Cabbage",1020.670139,Additive
Patan,Cabbage,2014,November,838,677,877,777,01-11-2014,Satara,Maharashtra,"Patan,Cabbage",837.9618056,Additive
Patan,Cabbage,2015,November,795,950,1250,1094,01-11-2015,Satara,Maharashtra,"Patan,Cabbage",1184.045139,Additive
Patan,Cabbage,2014,October,966,582,745,664,01-10-2014,Satara,Maharashtra,"Patan,Cabbage",806.0868056,Additive
Patan,Cabbage,2015,October,875,569,819,694,01-10-2015,Satara,Maharashtra,"Patan,Cabbage",1643.003472,Additive
Patan,Cabbage,2016,October,404,419,569,494,01-10-2016,Satara,Maharashtra,"Patan,Cabbage",2450.795139,Additive
Patan,Cabbage,2014,September,895,736,936,836,01-09-2014,Satara,Maharashtra,"Patan,Cabbage",1422.920139,Additive
Patan,Cabbage,2015,September,1030,570,730,650,01-09-2015,Satara,Maharashtra,"Patan,Cabbage",629.7951389,Additive
Patan,Cabbage,2016,September,265,467,642,554,01-09-2016,Satara,Maharashtra,"Patan,Cabbage",547.0868056,Additive
Patan,Flower,2015,April,180,650,900,775,01-04-2015,Satara,Maharashtra,"Patan,Flower",1887.274786,multiplicative
Patan,Flower,2016,April,466,1357,1786,1579,01-04-2016,Satara,Maharashtra,"Patan,Flower",1324.092109,multiplicative
Patan,Flower,2015,August,979,1046,1354,1196,01-08-2015,Satara,Maharashtra,"Patan,Flower",1518.178666,multiplicative
Patan,Flower,2016,August,209,1483,1761,1619,01-08-2016,Satara,Maharashtra,"Patan,Flower",1500.269077,multiplicative
Patan,Flower,2014,December,168,1600,2400,1917,01-12-2014,Satara,Maharashtra,"Patan,Flower",796.6298709,multiplicative
Patan,Flower,2015,December,500,1283,1617,1450,01-12-2015,Satara,Maharashtra,"Patan,Flower",1823.67215,multiplicative
Patan,Flower,2015,February,511,780,1040,910,01-02-2015,Satara,Maharashtra,"Patan,Flower",1198.281456,multiplicative
Patan,Flower,2016,February,637,529,686,607,01-02-2016,Satara,Maharashtra,"Patan,Flower",793.4214635,multiplicative
Patan,Flower,2015,January,600,800,1000,900,01-01-2015,Satara,Maharashtra,"Patan,Flower",1050.347914,multiplicative
Patan,Flower,2016,January,963,1200,1468,1334,01-01-2016,Satara,Maharashtra,"Patan,Flower",1012.297875,multiplicative
Patan,Flower,2015,July,1137,1246,1563,1404,01-07-2015,Satara,Maharashtra,"Patan,Flower",1010.987174,multiplicative
Patan,Flower,2016,July,208,1671,2071,1879,01-07-2016,Satara,Maharashtra,"Patan,Flower",1016.190259,multiplicative
Patan,Flower,2015,June,530,780,1000,890,01-06-2015,Satara,Maharashtra,"Patan,Flower",1003.361279,multiplicative
Patan,Flower,2016,June,935,1353,1790,1573,01-06-2016,Satara,Maharashtra,"Patan,Flower",1034.500351,multiplicative
Patan,Flower,2015,March,484,650,810,730,01-03-2015,Satara,Maharashtra,"Patan,Flower",1087.047535,multiplicative
Patan,Flower,2016,March,417,620,800,710,01-03-2016,Satara,Maharashtra,"Patan,Flower",1134.788817,multiplicative
Patan,Flower,2015,May,120,850,1250,1050,01-05-2015,Satara,Maharashtra,"Patan,Flower",1180.782497,multiplicative
Patan,Flower,2016,May,529,1350,1800,1569,01-05-2016,Satara,Maharashtra,"Patan,Flower",1216.449445,multiplicative
Patan,Flower,2014,November,409,1543,1914,1729,01-11-2014,Satara,Maharashtra,"Patan,Flower",1165.451827,multiplicative
Patan,Flower,2015,November,724,981,1481,1238,01-11-2015,Satara,Maharashtra,"Patan,Flower",1616.532246,multiplicative
Patan,Flower,2014,October,367,1425,1675,1550,01-10-2014,Satara,Maharashtra,"Patan,Flower",1569.519883,multiplicative
Patan,Flower,2015,October,914,1056,1367,1211,01-10-2015,Satara,Maharashtra,"Patan,Flower",1789.151187,multiplicative
Patan,Flower,2016,October,240,1325,1638,1481,01-10-2016,Satara,Maharashtra,"Patan,Flower",1353.023433,multiplicative
Patan,Flower,2014,September,590,1311,1533,1422,01-09-2014,Satara,Maharashtra,"Patan,Flower",1375.595342,multiplicative
Patan,Flower,2015,September,768,667,844,756,01-09-2015,Satara,Maharashtra,"Patan,Flower",1526.277077,multiplicative
Patan,Flower,2016,September,147,1040,1260,1150,01-09-2016,Satara,Maharashtra,"Patan,Flower",1265.148654,multiplicative
Patan,Tomato,2015,April,1599,506,611,559,01-04-2015,Satara,Maharashtra,"Patan,Tomato",2158.65625,Additive
Patan,Tomato,2016,April,1963,918,1197,1063,01-04-2016,Satara,Maharashtra,"Patan,Tomato",869.28125,Additive
Patan,Tomato,2015,August,2627,745,931,840,01-08-2015,Satara,Maharashtra,"Patan,Tomato",-662.3020833,Additive
Patan,Tomato,2016,August,811,1068,1382,1225,01-08-2016,Satara,Maharashtra,"Patan,Tomato",1219.114583,Additive
Patan,Tomato,2014,December,1400,1267,1661,1464,01-12-2014,Satara,Maharashtra,"Patan,Tomato",1495.697917,Additive
Patan,Tomato,2015,December,1520,1347,1641,1494,01-12-2015,Satara,Maharashtra,"Patan,Tomato",2001.322917,Additive
Patan,Tomato,2015,February,1883,1130,1475,1308,01-02-2015,Satara,Maharashtra,"Patan,Tomato",1522.927083,Additive
Patan,Tomato,2016,February,2166,697,905,800,01-02-2016,Satara,Maharashtra,"Patan,Tomato",942.2604167,Additive
Patan,Tomato,2015,January,1392,1543,1973,1760,01-01-2015,Satara,Maharashtra,"Patan,Tomato",961.8645833,Additive
Patan,Tomato,2016,January,2074,1438,1963,1700,01-01-2016,Satara,Maharashtra,"Patan,Tomato",1034.114583,Additive
Patan,Tomato,2015,July,1990,1119,1522,1322,01-07-2015,Satara,Maharashtra,"Patan,Tomato",1032.864583,Additive
Patan,Tomato,2016,July,591,2029,2593,2320,01-07-2016,Satara,Maharashtra,"Patan,Tomato",1009.197917,Additive
Patan,Tomato,2015,June,2450,535,731,634,01-06-2015,Satara,Maharashtra,"Patan,Tomato",962.65625,Additive
Patan,Tomato,2016,June,1551,3737,4497,4114,01-06-2016,Satara,Maharashtra,"Patan,Tomato",958.28125,Additive
Patan,Tomato,2015,March,1508,1089,1359,1227,01-03-2015,Satara,Maharashtra,"Patan,Tomato",1041.697917,Additive
Patan,Tomato,2016,March,2256,543,693,618,01-03-2016,Satara,Maharashtra,"Patan,Tomato",1249.114583,Additive
Patan,Tomato,2015,May,2192,202,253,227,01-05-2015,Satara,Maharashtra,"Patan,Tomato",1435.697917,Additive
Patan,Tomato,2016,May,1920,1428,2011,1725,01-05-2016,Satara,Maharashtra,"Patan,Tomato",1493.322917,Additive
Patan,Tomato,2014,November,2215,890,1110,1000,01-11-2014,Satara,Maharashtra,"Patan,Tomato",913.9270833,Additive
Patan,Tomato,2015,November,1245,2383,3025,2704,01-11-2015,Satara,Maharashtra,"Patan,Tomato",1446.260417,Additive
Patan,Tomato,2014,October,2422,1040,1288,1164,01-10-2014,Satara,Maharashtra,"Patan,Tomato",2459.864583,Additive
Patan,Tomato,2015,October,8884,1105,1400,1253,01-10-2015,Satara,Maharashtra,"Patan,Tomato",4514.114583,Additive
Patan,Tomato,2016,October,999,1161,1517,1339,01-10-2016,Satara,Maharashtra,"Patan,Tomato",2030.864583,Additive
Patan,Tomato,2014,September,2043,1863,2278,2080,01-09-2014,Satara,Maharashtra,"Patan,Tomato",1394.197917,Additive
Patan,Tomato,2015,September,2072,790,980,884,01-09-2015,Satara,Maharashtra,"Patan,Tomato",823.65625,Additive
Patan,Tomato,2016,September,1055,650,839,745,01-09-2016,Satara,Maharashtra,"Patan,Tomato",1044.28125,Additive
Pathardi,Bajri,2015,April,371,1259,1443,1317,01-04-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1452.055148,multiplicative
Pathardi,Bajri,2016,April,163,1285,1650,1449,01-04-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1604.724205,multiplicative
Pathardi,Bajri,2015,August,202,1253,1337,1380,01-08-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1484.913166,multiplicative
Pathardi,Bajri,2016,August,643,1342,1767,1621,01-08-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",640.2790246,multiplicative
Pathardi,Bajri,2014,December,330,1260,1492,1361,01-12-2014,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1531.852518,multiplicative
Pathardi,Bajri,2015,December,370,1306,1630,3322,01-12-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1654.946562,multiplicative
Pathardi,Bajri,2015,February,280,1252,1400,1304,01-02-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1469.990041,multiplicative
Pathardi,Bajri,2016,February,138,1263,1433,1326,01-02-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1439.468427,multiplicative
Pathardi,Bajri,2015,January,218,1261,1413,1314,01-01-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1343.56518,multiplicative
Pathardi,Bajri,2016,January,251,1270,1532,1392,01-01-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1427.597983,multiplicative
Pathardi,Bajri,2015,July,289,1253,1447,1341,01-07-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1512.673893,multiplicative
Pathardi,Bajri,2016,July,242,2175,2880,2540,01-07-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1516.846326,multiplicative
Pathardi,Bajri,2015,June,413,2600,1446,1325,01-06-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1520.309446,multiplicative
Pathardi,Bajri,2016,June,366,1295,1771,1563,01-06-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1528.362242,multiplicative
Pathardi,Bajri,2015,March,346,1260,1407,1311,01-03-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1543.383001,multiplicative
Pathardi,Bajri,2016,March,537,1283,1482,1372,01-03-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1562.826539,multiplicative
Pathardi,Bajri,2015,May,318,1260,1492,1333,01-05-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1622.784403,multiplicative
Pathardi,Bajri,2016,May,344,1276,1789,1561,01-05-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1682.867439,multiplicative
Pathardi,Bajri,2014,November,628,1255,1475,1346,01-11-2014,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1538.387747,multiplicative
Pathardi,Bajri,2015,November,406,1281,1529,1399,01-11-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1583.743167,multiplicative
Pathardi,Bajri,2014,October,638,1286,1548,1429,01-10-2014,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1573.372278,multiplicative
Pathardi,Bajri,2015,October,452,1253,1480,1361,01-10-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1684.026903,multiplicative
Pathardi,Bajri,2016,October,1678,1345,1554,1452,01-10-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",2865.169045,multiplicative
Pathardi,Bajri,2014,September,443,1254,1429,1319,01-09-2014,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1781.744851,multiplicative
Pathardi,Bajri,2015,September,301,1259,1453,1381,01-09-2015,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1623.791769,multiplicative
Pathardi,Bajri,2016,September,512,1340,1586,1475,01-09-2016,Ahmadnagar,Maharashtra,"Pathardi,Bajri",1630.552516,multiplicative
Pathardi,Onion,2015,April,3133,238,1433,920,01-04-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",886.2722301,multiplicative
Pathardi,Onion,2016,April,4703,173,1605,696,01-04-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",821.2187319,multiplicative
Pathardi,Onion,2015,August,636,500,3829,2707,01-08-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",914.2899534,multiplicative
Pathardi,Onion,2016,August,10114,184,903,701,01-08-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",1010.575575,multiplicative
Pathardi,Onion,2014,December,7563,150,1770,900,01-12-2014,Ahmadnagar,Maharashtra,"Pathardi,Onion",874.9567573,multiplicative
Pathardi,Onion,2015,December,4212,369,1894,1333,01-12-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1301.867037,multiplicative
Pathardi,Onion,2015,February,1475,108,1592,892,01-02-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1294.121779,multiplicative
Pathardi,Onion,2016,February,4929,188,1094,893,01-02-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",1365.687795,multiplicative
Pathardi,Onion,2015,January,5190,106,1578,811,01-01-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1448.237759,multiplicative
Pathardi,Onion,2016,January,4634,282,1787,1332,01-01-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",1497.867887,multiplicative
Pathardi,Onion,2015,July,2464,400,2567,1851,01-07-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1539.583432,multiplicative
Pathardi,Onion,2016,July,12125,200,1075,799,01-07-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",1562.408918,multiplicative
Pathardi,Onion,2015,June,3730,311,2073,1177,01-06-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1558.429762,multiplicative
Pathardi,Onion,2016,June,13646,204,1195,863,01-06-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",1544.612035,multiplicative
Pathardi,Onion,2015,March,840,150,1325,825,01-03-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1522.661088,multiplicative
Pathardi,Onion,2016,March,4403,173,938,733,01-03-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",1496.774713,multiplicative
Pathardi,Onion,2015,May,3865,260,1760,971,01-05-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1437.043651,multiplicative
Pathardi,Onion,2016,May,8989,173,919,693,01-05-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",1303.326529,multiplicative
Pathardi,Onion,2014,November,4857,141,1855,1055,01-11-2014,Ahmadnagar,Maharashtra,"Pathardi,Onion",1149.807593,multiplicative
Pathardi,Onion,2015,November,1796,809,3168,1757,01-11-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1033.172505,multiplicative
Pathardi,Onion,2014,October,3709,114,1204,957,01-10-2014,Ahmadnagar,Maharashtra,"Pathardi,Onion",1033.603262,multiplicative
Pathardi,Onion,2015,October,200,750,2550,1800,01-10-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",1098.266769,multiplicative
Pathardi,Onion,2016,October,3896,200,857,638,01-10-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",664.5743716,multiplicative
Pathardi,Onion,2014,September,3370,208,1723,1308,01-09-2014,Ahmadnagar,Maharashtra,"Pathardi,Onion",404.5986892,multiplicative
Pathardi,Onion,2015,September,250,500,3650,2300,01-09-2015,Ahmadnagar,Maharashtra,"Pathardi,Onion",452.6222092,multiplicative
Pathardi,Onion,2016,September,8272,175,888,668,01-09-2016,Ahmadnagar,Maharashtra,"Pathardi,Onion",547.4791546,multiplicative
Pathardi,Sorgum(Jawar),2015,April,734,1528,1783,1648,01-04-2015,Ahmadnagar,Maharashtra,"Pathardi,Sorgum(Jawar)",1407.794065,multiplicative
Pathardi,Sorgum(Jawar),2016,April,682,1573,1935,1740,01-04-2016,Ahmadnagar,Maharashtra,"Pathardi,Sorgum(Jawar)",1688.626701,multiplicative
Pathardi,Sorgum(Jawar),2015,August,201,1550,1728,1612,01-08-2015,Ahmadnagar,Maharashtra,"Pathardi,Sorgum(Jawar)",1720.302469,multiplicative
Pathardi,Sorgum(Jawar),2016,August,838,1594,1861,1712,01-08-2016,Ahmadnagar,Maharashtra,"Pathardi,Sorgum(Jawar)",1695.924255,multiplicative
Pathardi,Sorgum(Jawar),2014,December,147,1550,2000,1717,01-12-2014,Ahmadnagar,Maharashtra,"Pathardi,Sorgum(Jawar)",1699.362754,multiplicative
