APMC,Commodity,Year,min_price,max_price,absolute_fluctuation,relative_fluctuation
Sillod-Bharadi,WHEAT(HUSKED),2016,1650,1850,200,12.121212121212121
Ghansawangi,SORGUM(JAWAR),2016,1600,1800,200,12.5
Mangrulpeer,WHEAT(HUSKED),2016,1665,1865,200,12.012012012012011
Akhadabalapur,COTTON,2016,4722,4922,200,4.235493434985176
Barshi,SUNFLOWER,2016,2600,2800,200,7.6923076923076925
Shegaon,PIGEON PEA (TUR),2016,4872,5072,200,4.105090311986864
Murum,PIGEON PEA (TUR),2016,5448,5648,200,3.671071953010279
Atpadi,BAJRI,2016,1600,1800,200,12.5
Bhiwapur,COTTON,2016,4650,4849,199,4.279569892473118
Chalisgaon,SORGUM(JAWAR),2016,1080,1277,197,18.24074074074074
Savner,MAIZE,2016,1092,1289,197,18.04029304029304
Tasgaon,SORGUM(JAWAR),2016,1706,1902,196,11.48886283704572
Sillod,MAIZE,2016,933,1128,195,20.90032154340836
Baramati,MAIZE,2016,1170,1364,194,16.581196581196583
Zarijamini,COTTON,2016,4651,4845,194,4.171145990109654
Washim-Ansing,WHEAT(HUSKED),2016,1567,1760,193,12.316528398213146
Amalner,WHEAT(HUSKED),2016,1730,1923,193,11.15606936416185
Parola,BAJRI,2016,997,1189,192,19.25777331995988
Ghansawangi,COTTON,2016,4742,4933,191,4.027836355967946
Rahuri-Vambori,SORGUM(JAWAR),2016,2013,2204,191,9.488325881768505
Chandvad,MAIZE,2016,1084,1275,191,17.619926199261993
Kille Dharur,SORGUM(JAWAR),2016,1765,1955,190,10.76487252124646
Manwat,SORGUM(JAWAR),2016,1925,2115,190,9.87012987012987
Lasalgaon-Niphad,MAIZE,2016,1043,1233,190,18.21668264621285
Jafrabad,MAIZE,2016,900,1088,188,20.88888888888889
Achalpur,WHEAT(HUSKED),2016,1765,1953,188,10.65155807365439
Dudhani,SORGUM(JAWAR),2016,2176,2363,187,8.59375
Jalkot,SORGUM(JAWAR),2016,1079,1266,187,17.330861909175162
Sinner,MAIZE,2016,1066,1252,186,17.4484052532833
Barshi,MAIZE,2016,1081,1266,185,17.113783533765034
Kalmeshwar,COTTON,2016,4738,4923,185,3.904601097509498
Fulambri,COTTON,2016,4713,4897,184,3.904095056227456
Kej,MAIZE,2016,1114,1297,183,16.427289048473966
Manmad,MAIZE,2016,1078,1260,182,16.883116883116884
Indapur-Bhigwan,MAIZE,2016,1375,1556,181,13.163636363636364
Paithan,WHEAT(HUSKED),2016,2019,2199,180,8.915304606240714
Bhokar,SORGUM(JAWAR),2016,1404,1583,179,12.749287749287749
Pachora,MAIZE,2016,1055,1234,179,16.966824644549764
Hinganghat,WHEAT(HUSKED),2016,1734,1913,179,10.322952710495963
Nandura,BAJRI,2016,1220,1397,177,14.508196721311476
Malkapur,MAIZE,2016,1107,1284,177,15.989159891598916
Bori,SORGUM(JAWAR),2016,1837,2013,176,9.580838323353293
Yeotmal,COTTON,2016,4753,4928,175,3.681885125184094
Akole,MAIZE,2016,1392,1567,175,12.57183908045977
Varud-Rajura Bazar,MAIZE,2016,1200,1375,175,14.583333333333334
Taloda,SORGUM(JAWAR),2016,1290,1465,175,13.565891472868216
Ahmedpur,MAIZE,2016,1264,1438,174,13.765822784810126
Sillod-Bharadi,MAIZE,2016,981,1154,173,17.63506625891947
Sangali,WHEAT(UNHUSKED),2016,3491,3664,173,4.955600114580349
Sonpeth,SORGUM(JAWAR),2016,1981,2151,170,8.581524482584554
Ghatanji,COTTON,2016,4778,4947,169,3.537044788614483
Narkhed,COTTON,2016,4736,4903,167,3.5261824324324325
Karmala,MAIZE,2016,1120,1287,167,14.910714285714286
Jalgaon Jamod-Aasalgaon,MAIZE,2016,1050,1217,167,15.904761904761905
Washim,SORGUM(JAWAR),2016,1050,1217,167,15.904761904761905
Khultabad,MAIZE,2016,1042,1208,166,15.930902111324377
Devala,MAIZE,2016,1097,1263,166,15.132178669097538
Mahagaon,SORGUM(JAWAR),2016,1485,1650,165,11.11111111111111
Chopda,MAIZE,2016,1059,1223,164,15.486307837582626
Manmad,WHEAT(HUSKED),2016,2024,2187,163,8.053359683794467
Kurdwadi,MAIZE,2016,1137,1300,163,14.335971855760773
Pachora,SORGUM(JAWAR),2016,1318,1480,162,12.291350531107739
Shahapur,PADDY-UNHUSKED,2016,1536,1698,162,10.546875
Jalna,WHEAT(HUSKED),2016,2013,2174,161,7.9980129160457025
Buldhana,MAIZE,2016,1180,1340,160,13.559322033898304
Pathari,SORGUM(JAWAR),2016,1844,2004,160,8.676789587852495
Vaijapur,SORGUM(JAWAR),2016,2004,2164,160,7.984031936127744
Ralegaon,COTTON,2016,4809,4969,160,3.3270950301517987
Dondaicha-Sindkheda,BAJRI,2016,1084,1243,159,14.66789667896679
Chimur,COTTON,2016,4748,4907,159,3.3487784330244312
Katol,COTTON,2016,4797,4955,158,3.293725244944757
Kalmeshwar,WHEAT(HUSKED),2016,1245,1403,158,12.690763052208835
Digras,COTTON,2016,4660,4817,157,3.369098712446352
Parola,SORGUM(JAWAR),2016,1075,1231,156,14.511627906976743
Parola,MAIZE,2016,996,1152,156,15.662650602409638
Vaduj,WHEAT(HUSKED),2016,1844,2000,156,8.459869848156183
Sillod,WHEAT(HUSKED),2016,1627,1782,155,9.526736324523663
Shirur,BAJRI,2016,1260,1411,151,11.984126984126984
Armori-Desaiganj,PADDY-UNHUSKED,2016,1540,1691,151,9.805194805194805
Raver-Sawada,WHEAT(HUSKED),2016,1700,1850,150,8.823529411764707
Sindi (Selu),SORGUM(JAWAR),2016,1050,1200,150,14.285714285714286
Lonar,WHEAT(HUSKED),2016,1650,1800,150,9.090909090909092
Jalgaon Jamod,MAIZE,2016,1050,1200,150,14.285714285714286
Kannad,MAIZE,2016,905,1055,150,16.574585635359117
Akola,BAJRI,2016,1738,1888,150,8.63060989643268
Ausa,MAIZE,2016,1281,1430,149,11.631537861046057
Mehkar,SORGUM(JAWAR),2016,1663,1812,149,8.959711365003006
Kalamb (Os),PIGEON PEA (TUR),2016,4601,4750,149,3.238426429037166
Dhamangaon-Rly,WHEAT(HUSKED),2016,1752,1899,147,8.39041095890411
Paithan,SORGUM(JAWAR),2016,2153,2299,146,6.781235485369252
Khamgaon,WHEAT(HUSKED),2016,1856,2002,146,7.866379310344827
Raver-Sawada,SORGUM(JAWAR),2016,1058,1203,145,13.705103969754253
Digras,PIGEON PEA (TUR),2016,5699,5844,145,2.5443060185997544
Shegaon,WHEAT(HUSKED),2016,1573,1718,145,9.218054672600127
Latur-Murud,SORGUM(JAWAR),2016,1791,1934,143,7.984366275823562
Achalpur,SORGUM(JAWAR),2016,1375,1518,143,10.4
Shevgaon-Bodhegaon,BAJRI,2016,1102,1244,142,12.885662431941924
Manwat,COTTON,2016,4976,5117,141,2.8336012861736335
Pulgaon,COTTON,2016,4840,4980,140,2.8925619834710745
Shevgaon,SORGUM(JAWAR),2016,2174,2314,140,6.439742410303588
Kada,MAIZE,2016,1150,1290,140,12.173913043478262
Pusad,PIGEON PEA (TUR),2016,5580,5720,140,2.5089605734767026
Samudrapur,COTTON,2016,4811,4950,139,2.88921222199127
Dhadgaon,SORGUM(JAWAR),2016,1085,1224,139,12.811059907834101
Tumsar,PADDY-UNHUSKED,2016,1715,1853,138,8.0466472303207
Rahata,MAIZE,2016,977,1115,138,14.12487205731832
Partur,COTTON,2016,4887,5025,138,2.823818293431553
Rahuri-Vambori,MAIZE,2016,1129,1266,137,12.134632418069089
Ausa,SAFFLOWER,2016,2669,2806,137,5.133008617459723
Korpana,COTTON,2016,4727,4864,137,2.898244129469008
Mukhed,SORGUM(JAWAR),2016,1125,1261,136,12.088888888888889
Varud,COTTON,2016,4821,4957,136,2.820991495540344
Dondaicha-Sindkheda,MAIZE,2016,1084,1219,135,12.453874538745387
Chimur,PADDY-UNHUSKED,2016,2003,2137,134,6.689965052421368
Chikhali,MAIZE,2016,1111,1245,134,12.061206120612061
Ausa,SUNFLOWER,2016,2783,2916,133,4.77901545095221
Dound,MAIZE,2016,1225,1358,133,10.857142857142858
Kalamb (Os),MAIZE,2016,1104,1236,132,11.956521739130435
Akot,MAIZE,2016,1124,1255,131,11.654804270462634
Yeola,BAJRI,2016,1325,1456,131,9.88679245283019
Yeola,WHEAT(HUSKED),2016,1844,1973,129,6.995661605206074
Pachora,WHEAT(HUSKED),2016,1617,1745,128,7.915893630179345
Savali,PADDY-UNHUSKED,2016,1914,2042,128,6.687565308254963
Nagpur,MAIZE,2016,1160,1288,128,11.03448275862069
Telhara,WHEAT(HUSKED),2016,1691,1818,127,7.510348905972797
Mantha,COTTON,2016,4868,4995,127,2.608874281018899
Bhusaval,SORGUM(JAWAR),2016,1105,1231,126,11.402714932126697
Morshi,SORGUM(JAWAR),2016,1194,1320,126,10.552763819095478
Raver,MAIZE,2016,1059,1185,126,11.898016997167138
Kurdwadi-Modnimb,MAIZE,2016,1225,1350,125,10.204081632653061
Chamorshi,PADDY-UNHUSKED,2016,1932,2057,125,6.469979296066253
Mauda,WHEAT(HUSKED),2016,1500,1625,125,8.333333333333334
Sindi (Selu),COTTON,2016,4784,4908,124,2.591973244147157
Dondaicha-Sindkheda,SORGUM(JAWAR),2016,1462,1586,124,8.481532147742818
Gevrai,PIGEON PEA (TUR),2016,4789,4913,124,2.589267070369597
Dharangaon,MAIZE,2016,1047,1171,124,11.843361986628462
Telhara,SORGUM(JAWAR),2016,1219,1342,123,10.090237899917966
Vaduj,BAJRI,2016,1678,1800,122,7.270560190703218
Umarga,SORGUM(JAWAR),2016,1390,1512,122,8.776978417266188
Indapur-Bhigwan,RICE(PADDY-HUS),2016,1601,1722,121,7.557776389756402
Shevgaon,BAJRI,2016,1151,1272,121,10.5125977410947
Dharangaon,SORGUM(JAWAR),2016,1121,1242,121,10.793933987511151
Ner Parasopant,PIGEON PEA (TUR),2016,5610,5730,120,2.1390374331550803
Chopda,BAJRI,2016,1312,1431,119,9.070121951219512
Malkapur,BAJRI,2016,1375,1494,119,8.654545454545454
Sillod-Bharadi,BAJRI,2016,1283,1400,117,9.11925175370226
Gangapur,SORGUM(JAWAR),2016,2162,2279,117,5.411655874190564
Jalgaon,BAJRI,2016,1378,1494,116,8.417997097242381
Jalgaon,MAIZE,2016,1100,1215,115,10.454545454545455
Sailu,COTTON,2016,5041,5155,114,2.2614560603054947
Gondiya,PADDY-UNHUSKED,2016,1404,1515,111,7.905982905982906
Shrigonda-Ghogargaon,COTTON,2016,4917,5028,111,2.2574740695546063
Shrirampur-Belapur,BAJRI,2016,1078,1189,111,10.296846011131725
Sangrampur-Varvatbakal,MAIZE,2016,990,1100,110,11.11111111111111
Chakur,SUNFLOWER,2016,2942,3052,110,3.7389530931339223
Patur,SORGUM(JAWAR),2016,1358,1467,109,8.026509572901325
Varud-Rajura Bazar,SORGUM(JAWAR),2016,1341,1450,109,8.128262490678598
Shevgaon-Bodhegaon,SORGUM(JAWAR),2016,2278,2387,109,4.784899034240562
Shirur,MAIZE,2016,1198,1307,109,9.098497495826377
Kalamb (Os),SUNFLOWER,2016,2703,2811,108,3.995560488346282
Brahmpuri,PADDY-UNHUSKED,2016,1701,1809,108,6.349206349206349
Barshi,PADDY-UNHUSKED,2016,1646,1754,108,6.561360874848116
Dhamangaon-Rly,COTTON,2016,4864,4972,108,2.2203947368421053
Barshi,BAJRI,2016,1181,1289,108,9.144792548687553
Shirur,SORGUM(JAWAR),2016,1753,1860,107,6.103822019395322
Solapur,BAJRI,2016,1496,1603,107,7.152406417112299
Dhadgaon,MAIZE,2016,1081,1187,106,9.805735430157261
Varud,SORGUM(JAWAR),2016,1253,1359,106,8.459696727853153
Rahata,BAJRI,2016,1199,1305,106,8.84070058381985
Nandgaon Khandeshwar,WHEAT(HUSKED),2016,1500,1605,105,7.0
Gangapur,BAJRI,2016,1398,1503,105,7.510729613733906
Sindevahi,PADDY-UNHUSKED,2016,2096,2199,103,4.91412213740458
Sindi,COTTON,2016,4828,4931,103,2.1333885666942836
Mangalwedha,MAIZE,2016,1170,1272,102,8.717948717948717
Naigaon,SORGUM(JAWAR),2016,1150,1251,101,8.782608695652174
Shirala,MAIZE,2016,1400,1500,100,7.142857142857143
Sillod-Bharadi,SORGUM(JAWAR),2016,1250,1350,100,8.0
Morshi,WHEAT(HUSKED),2016,1667,1767,100,5.9988002399520095
Balapur,PIGEON PEA (TUR),2016,5900,6000,100,1.694915254237288
Kolhapur-Laxmipuri,MAIZE,2016,1900,2000,100,5.2631578947368425
Kolhapur-Laxmipuri,PADDY-UNHUSKED,2016,1725,1825,100,5.797101449275362
Dharni,WHEAT(HUSKED),2016,1600,1700,100,6.25
Dharni,SORGUM(JAWAR),2016,1360,1460,100,7.352941176470588
Basmat,COTTON,2016,4750,4850,100,2.1052631578947367
Umarkhed,WHEAT(HUSKED),2016,1500,1600,100,6.666666666666667
Dharni,MAIZE,2016,1250,1350,100,8.0
Umarkhed-Danki,WHEAT(HUSKED),2016,1500,1600,100,6.666666666666667
Gondpimpri,PADDY-UNHUSKED,2016,2351,2451,100,4.253509145044662
Sillod,BAJRI,2016,1314,1414,100,7.610350076103501
Shrirampur-Belapur,WHEAT(HUSKED),2016,1500,1600,100,6.666666666666667
Nandura,MAIZE,2016,1110,1210,100,9.00900900900901
Sillod,SORGUM(JAWAR),2016,1350,1450,100,7.407407407407407
Gangapur,MAIZE,2016,1033,1132,99,9.583736689254598
Gevrai,MAIZE,2016,1139,1236,97,8.516242317822652
Tiroda,PADDY-UNHUSKED,2016,1530,1627,97,6.339869281045751
Sonpeth,COTTON,2016,4677,4773,96,2.0525978191148173
Kalvan,WHEAT(HUSKED),2016,1724,1819,95,5.510440835266821
Tumsar,RICE(PADDY-HUS),2016,2614,2709,95,3.6342769701606734
Armori,PADDY-UNHUSKED,2016,1613,1707,94,5.827650340979541
Umared,COTTON,2016,4823,4916,93,1.9282604188264565
Tasgaon,MAIZE,2016,1367,1460,93,6.803218727139722
Gadchiroli,PADDY-UNHUSKED,2016,1707,1798,91,5.330990041007616
Rahata,WHEAT(HUSKED),2016,1833,1923,90,4.909983633387888
Navapur,MAIZE,2016,1200,1289,89,7.416666666666667
Sangli-Miraj,WHEAT(UNHUSKED),2016,3570,3658,88,2.4649859943977592
Khamgaon,BAJRI,2016,1416,1504,88,6.214689265536723
Goregaon,PADDY-UNHUSKED,2016,1533,1619,86,5.609915198956295
Pune,MAIZE,2016,1434,1518,84,5.857740585774058
Tuljapur,MAIZE,2016,1210,1290,80,6.6115702479338845
Karjat (Raigad),PADDY-UNHUSKED,2016,1470,1550,80,5.442176870748299
Akot,COTTON,2016,5085,5161,76,1.494591937069813
Shevgaon,MAIZE,2016,1091,1166,75,6.8744271310724105
Bhadrawati,COTTON,2016,4814,4889,75,1.557955961778147
Ahmedpur,BAJRI,2016,1133,1208,75,6.619593998234775
Navapur,COTTON,2016,4667,4742,75,1.6070280694236125
Jalna,COTTON,2016,4857,4931,74,1.5235742227712579
Shevgaon,WHEAT(HUSKED),2016,1633,1707,74,4.53153704837722
Dudhani,MAIZE,2016,1161,1233,72,6.2015503875969
Navapur,SORGUM(JAWAR),2016,1203,1275,72,5.985037406483791
Amarawati,COTTON,2016,4936,5007,71,1.4384116693679092
Tuljapur,SORGUM(JAWAR),2016,1986,2057,71,3.5750251762336354
Khamgaon,MAIZE,2016,1124,1195,71,6.316725978647687
Jalgaon-Masawat,MAIZE,2016,1047,1117,70,6.685768863419293
Vadvani,BAJRI,2016,1600,1670,70,4.375
Phaltan,MAIZE,2016,1280,1350,70,5.46875
Wardha,WHEAT(HUSKED),2016,1863,1932,69,3.7037037037037037
Ahmednagar,MAIZE,2016,1204,1272,68,5.647840531561462
Jalna-Badnapur,SORGUM(JAWAR),2016,1850,1917,67,3.6216216216216215
Ramtek,WHEAT(HUSKED),2016,1750,1817,67,3.8285714285714287
Balapur,WHEAT(HUSKED),2016,1733,1800,67,3.866128101557992
Pavani,PADDY-UNHUSKED,2016,1807,1873,66,3.652462645268401
Katol,MAIZE,2016,1179,1243,64,5.4283290924512295
Palghar(Bevur),WHEAT(HUSKED),2016,2283,2347,64,2.803328953131844
Mangalwedha,WHEAT(HUSKED),2016,2231,2294,63,2.823845809054236
Aamgaon,PADDY-UNHUSKED,2016,1388,1451,63,4.538904899135447
Bhokar,SESAMUM,2016,6025,6088,63,1.045643153526971
Parshiwani,COTTON,2016,4824,4886,62,1.285240464344942
Kille Dharur,COTTON,2016,4946,5008,62,1.253538212697129
Jalgaon-Masawat,SORGUM(JAWAR),2016,1107,1169,62,5.600722673893405
Kille Dharur,MAIZE,2016,1388,1450,62,4.46685878962536
Parbhani,COTTON,2016,5073,5131,58,1.1433077074709246
Raver-Sawada,MAIZE,2016,925,983,58,6.27027027027027
Kurdwadi-Modnimb,WHEAT(HUSKED),2016,1315,1373,58,4.4106463878327
Chopda,WHEAT(HUSKED),2016,1743,1801,58,3.327596098680436
Arvi,COTTON,2016,4929,4987,58,1.176709271657537
Mohol,MAIZE,2016,1219,1276,57,4.6759639048400325
Katol,SORGUM(JAWAR),2016,1194,1251,57,4.773869346733668
Gangakhed,SORGUM(JAWAR),2016,1625,1680,55,3.3846153846153846
Amarawati,MAIZE,2016,1294,1349,55,4.250386398763524
Bhokardan-Pimpalgaon Renu,MAIZE,2016,1020,1074,54,5.294117647058823
Bhokardan-Pimpalgaon Renu,BAJRI,2016,1405,1458,53,3.772241992882562
Sangali,MAIZE,2016,1387,1440,53,3.8211968276856525
Shevgaon-Bodhegaon,WHEAT(HUSKED),2016,1958,2009,51,2.6046986721144023
Newasa,SORGUM(JAWAR),2016,1810,1860,50,2.7624309392265194
Navapur,WHEAT(HUSKED),2016,1700,1750,50,2.9411764705882355
Mantha,BAJRI,2016,1400,1450,50,3.5714285714285716
Partur,BAJRI,2016,1250,1300,50,4.0
Varud,PIGEON PEA (TUR),2016,5350,5400,50,0.9345794392523364
Indapur,MAIZE,2016,1231,1281,50,4.061738424045491
Naigaon,COTTON,2016,4800,4850,50,1.0416666666666667
Telhara,COTTON,2016,4850,4900,50,1.0309278350515463
Bhokardan-Pimpalgaon Renu,SORGUM(JAWAR),2016,1600,1650,50,3.125
Katol,WHEAT(HUSKED),2016,1930,1978,48,2.4870466321243523
Latur-Murud,WHEAT(HUSKED),2016,2282,2329,47,2.0595968448729183
Chandur Rly.,PIGEON PEA (TUR),2016,5455,5501,46,0.843263061411549
Savner,WHEAT(HUSKED),2016,1651,1697,46,2.786190187764991
Nanded,SORGUM(JAWAR),2016,1206,1251,45,3.7313432835820897
Atpadi,MAIZE,2016,1390,1435,45,3.237410071942446
Bhokardan-Pimpalgaon Renu,WHEAT(HUSKED),2016,1600,1645,45,2.8125
Jalna-Badnapur,MAIZE,2016,993,1038,45,4.531722054380665
Pachora,SUNFLOWER,2016,2595,2638,43,1.6570327552986512
Jalgaon,WHEAT(HUSKED),2016,1858,1900,42,2.2604951560818085
Navapur,PADDY-UNHUSKED,2016,1242,1284,42,3.3816425120772946
Devri,PADDY-UNHUSKED,2016,1470,1510,40,2.7210884353741496
Pen,PADDY-UNHUSKED,2016,1470,1510,40,2.7210884353741496
Sangamner,SORGUM(JAWAR),2016,1754,1793,39,2.2234891676168758
Mandhal,COTTON,2016,4733,4772,39,0.8240016902598775
Akola,MAIZE,2016,1470,1508,38,2.5850340136054424
Sangli-Miraj,MAIZE,2016,1410,1448,38,2.6950354609929077
Ramtek,PADDY-UNHUSKED,2016,1706,1744,38,2.2274325908558033
Vaduj,MAIZE,2016,1335,1373,38,2.846441947565543
Bhokardan,BAJRI,2016,1403,1440,37,2.6372059871703493
Digras,WHEAT(HUSKED),2016,1752,1789,37,2.1118721461187215
Bhokardan,MAIZE,2016,1055,1090,35,3.3175355450236967
Bhokardan,SORGUM(JAWAR),2016,1610,1645,35,2.1739130434782608
Pandharpur,MAIZE,2016,1298,1333,35,2.6964560862865947
Lakhandur,PADDY-UNHUSKED,2016,1542,1575,33,2.140077821011673
Barshi,PIGEON PEA (TUR),2016,5167,5200,33,0.6386684730017418
Udgir,SORGUM(JAWAR),2016,1134,1167,33,2.9100529100529102
Bhokardan,WHEAT(HUSKED),2016,1604,1636,32,1.9950124688279303
Akkalkuwa,MAIZE,2016,1327,1358,31,2.3360964581763377
Parli-Vaijnath,BAJRI,2016,1107,1138,31,2.8003613369467026
Mangaon(Bhadav),PADDY-UNHUSKED,2016,1470,1500,30,2.0408163265306123
Savner,SORGUM(JAWAR),2016,1087,1116,29,2.6678932842686294
Savner,COTTON,2016,4877,4906,29,0.5946278449866721
Ahmedpur,WHEAT(HUSKED),2016,1438,1467,29,2.0166898470097356
Achalpur,MAIZE,2016,1374,1400,26,1.8922852983988354
Shahada,BAJRI,2016,1275,1298,23,1.803921568627451
Vadvani,COTTON,2016,4858,4880,22,0.45286125977768626
Newasa,BAJRI,2016,1388,1410,22,1.585014409221902
Nanded,WHEAT(HUSKED),2016,1746,1767,21,1.2027491408934707
Murud,PADDY-UNHUSKED,2016,1480,1500,20,1.3513513513513513
Alibag,PADDY-UNHUSKED,2016,1480,1500,20,1.3513513513513513
Paithan,MAIZE,2016,1140,1158,18,1.5789473684210527
Pulgaon,PIGEON PEA (TUR),2016,5305,5323,18,0.3393025447690858
Shirur,WHEAT(HUSKED),2016,1605,1623,18,1.1214953271028036
Kalamb (Os),SAFFLOWER,2016,2431,2449,18,0.7404360345536816
Arjuni Morgaon,PADDY-UNHUSKED,2016,1563,1580,17,1.0876519513755598
Varud,WHEAT(HUSKED),2016,1867,1883,16,0.8569898232458489
Majalgaon,WHEAT(HUSKED),2016,1895,1910,15,0.7915567282321899
Rahata,SORGUM(JAWAR),2016,1380,1394,14,1.0144927536231885
Yeotmal,WHEAT(HUSKED),2016,1775,1785,10,0.5633802816901409
Akkalkuwa,SORGUM(JAWAR),2016,1340,1350,10,0.746268656716418
Newasa,MAIZE,2016,1370,1375,5,0.36496350364963503
Solapur,MAIZE,2016,1366,1371,5,0.36603221083455345
Aheri,MAIZE,2016,1425,1425,0,0.0
Aheri,RICE(PADDY-HUS),2016,2000,2000,0,0.0
Aheri,PADDY-UNHUSKED,2016,1757,1757,0,0.0
Aheri,SESAMUM,2016,4500,4500,0,0.0
Indapur,PIGEON PEA (TUR),2016,5200,5200,0,0.0
Hingoli,WHEAT(HUSKED),2016,2245,2245,0,0.0
Hingoli-Kanegaon Naka,WHEAT(HUSKED),2016,2100,2100,0,0.0
Hingoli,SORGUM(JAWAR),2016,2095,2095,0,0.0
Umarga,PIGEON PEA (TUR),2016,5682,5682,0,0.0
Umarga,WHEAT(HUSKED),2016,1425,1425,0,0.0
Umarga,WHEAT(UNHUSKED),2016,2250,2250,0,0.0
Kalvan,PIGEON PEA (TUR),2016,4800,4800,0,0.0
Achalpur,SESAMUM,2016,5777,5777,0,0.0
Kalamnuri,WHEAT(HUSKED),2016,1600,1600,0,0.0
Jalna,MUSTARD,2016,3600,3600,0,0.0
Jalna-Badnapur,BAJRI,2016,1250,1250,0,0.0
Jamner,MAIZE,2016,1365,1365,0,0.0
Jamner-Neri,MAIZE,2016,1365,1365,0,0.0
Jintur,SORGUM(JAWAR),2016,1985,1985,0,0.0
Beed,MAIZE,2016,1417,1417,0,0.0
Ambejogai,PIGEON PEA (TUR),2016,5287,5287,0,0.0
Akola,SAFFLOWER,2016,2067,2067,0,0.0
Bhokar,MAIZE,2016,1325,1325,0,0.0
Bhokar,WHEAT(HUSKED),2016,1500,1500,0,0.0
Devala,PIGEON PEA (TUR),2016,4895,4895,0,0.0
Devani,PIGEON PEA (TUR),2016,5401,5401,0,0.0
Devani,SAFFLOWER,2016,2600,2600,0,0.0
Devani,SORGUM(JAWAR),2016,1601,1601,0,0.0
Ahmedpur,SAFFLOWER,2016,2700,2700,0,0.0
Devala,SORGUM(JAWAR),2016,1194,1194,0,0.0
Akhadabalapur,SORGUM(JAWAR),2016,1625,1625,0,0.0
Digras,SORGUM(JAWAR),2016,1628,1628,0,0.0
Dhule,SESAMUM,2016,4000,4000,0,0.0
Bhusaval,WHEAT(HUSKED),2016,1790,1790,0,0.0
Vaijapur,SAFFLOWER,2016,2600,2600,0,0.0
Bhusaval,MAIZE,2016,1150,1150,0,0.0
Bori,BAJRI,2016,1500,1500,0,0.0
Chakur,PIGEON PEA (TUR),2016,5491,5491,0,0.0
Chakur,SORGUM(JAWAR),2016,2451,2451,0,0.0
Bori,PIGEON PEA (TUR),2016,4375,4375,0,0.0
Bori,SAFFLOWER,2016,2200,2200,0,0.0
Bori,WHEAT(HUSKED),2016,1721,1721,0,0.0
Chakur,BAJRI,2016,1363,1363,0,0.0
Akkolkot,MAIZE,2016,1238,1238,0,0.0
Akkolkot,BAJRI,2016,1438,1438,0,0.0
Chandur Rly.,WHEAT(HUSKED),2016,1850,1850,0,0.0
Pusad,SESAMUM,2016,5305,5305,0,0.0
Rahuri-Vambori,SUNFLOWER,2016,2800,2800,0,0.0
Rahuri-Vambori,PIGEON PEA (TUR),2016,4526,4526,0,0.0
Pandharpur,SORGUM(JAWAR),2016,1845,1845,0,0.0
Parli-Vaijnath,PIGEON PEA (TUR),2016,4300,4300,0,0.0
Parli-Vaijnath,WHEAT(HUSKED),2016,1711,1711,0,0.0
Solapur,WHEAT(UNHUSKED),2016,3100,3100,0,0.0
Patur,PIGEON PEA (TUR),2016,4000,4000,0,0.0
Patur,WHEAT(HUSKED),2016,1900,1900,0,0.0
Parola,WHEAT(HUSKED),2016,1667,1667,0,0.0
Shegaon,SESAMUM,2016,4450,4450,0,0.0
Shegaon,BAJRI,2016,1190,1190,0,0.0
Shegaon,MAIZE,2016,1025,1025,0,0.0
Shevgaon-Bodhegaon,MAIZE,2016,1313,1313,0,0.0
Shirur,PIGEON PEA (TUR),2016,4300,4300,0,0.0
Shirur,SUNFLOWER,2016,2600,2600,0,0.0
Sailu,WHEAT(HUSKED),2016,2125,2125,0,0.0
Roha,PADDY-UNHUSKED,2016,1510,1510,0,0.0
Sadak Arjuni,PADDY-UNHUSKED,2016,1470,1470,0,0.0
Sakri,RICE(PADDY-HUS),2016,2700,2700,0,0.0
Sironcha,PADDY-UNHUSKED,2016,1713,1713,0,0.0
Sinner,RICE(PADDY-HUS),2016,1700,1700,0,0.0
Ramtek,PIGEON PEA (TUR),2016,4000,4000,0,0.0
Sironcha,RICE(PADDY-HUS),2016,2000,2000,0,0.0
Raver,RICE(PADDY-HUS),2016,1450,1450,0,0.0
Sangamner,MAIZE,2016,1400,1400,0,0.0
Sangamner,PIGEON PEA (TUR),2016,5800,5800,0,0.0
Lonand,MAIZE,2016,1375,1375,0,0.0
Latur-Murud,SUNFLOWER,2016,2657,2657,0,0.0
Latur-Murud,MAIZE,2016,1150,1150,0,0.0
Lakhandur,RICE(PADDY-HUS),2016,1617,1617,0,0.0
Lakhandur,WHEAT(HUSKED),2016,1550,1550,0,0.0
Lakhani,PADDY-UNHUSKED,2016,1918,1918,0,0.0
Kurdwadi,WHEAT(HUSKED),2016,1951,1951,0,0.0
Lasur Station,PIGEON PEA (TUR),2016,5500,5500,0,0.0
Lasalgaon-Niphad,SUNFLOWER,2016,5701,5701,0,0.0
Mangrulpeer,COTTON,2016,4900,4900,0,0.0
Mangrulpeer,SORGUM(JAWAR),2016,1355,1355,0,0.0
Manmad,SORGUM(JAWAR),2016,2380,2380,0,0.0
Mangalwedha,PIGEON PEA (TUR),2016,5000,5000,0,0.0
Tumsar,WHEAT(HUSKED),2016,1674,1674,0,0.0
Khamgaon,SESAMUM,2016,4700,4700,0,0.0
Khamgaon,SUNFLOWER,2016,2700,2700,0,0.0
Kannad,SORGUM(JAWAR),2016,1414,1414,0,0.0
Umared,PIGEON PEA (TUR),2016,4393,4393,0,0.0
Umared,MUSTARD,2016,3400,3400,0,0.0
