APMC,Commodity,Year,min_price,max_price,absolute_fluctuation,relative_fluctuation
Kamthi,Pumpkin,2015,786,1576,790,100.5089058524173
Dhule,Cowpea,2015,2964,3754,790,26.653171390013494
Nashik,Cabbage,2015,250,1040,790,316.0
Pune,Sweet Potato,2015,1010,1800,790,78.21782178217822
Palghar(Bevur),Rice(Paddy-Hus),2015,2213,3003,790,35.69814731134207
Pathari,Green Gram,2015,8200,8990,790,9.634146341463415
Dhule,Soybean,2015,2870,3660,790,27.526132404181183
Washim,Pigeon Pea (Tur),2015,8833,9623,790,8.943733725800973
Jalgaon,Maize(Corn.),2016,1100,1889,789,71.72727272727273
Pune-Manjri,Bitter Gourd,2016,1304,2093,789,60.50613496932515
Pusad,Pigeon Pea (Tur),2016,7628,8417,789,10.343471421080231
Ahmedpur,Sorgum(Jawar),2014,1019,1808,789,77.4288518155054
Indapur-Bhigwan,Wheat(Husked),2016,1592,2381,789,49.56030150753769
Kurdwadi,Pigeon Pea (Tur),2014,3036,3825,789,25.988142292490117
Kurdwadi,Gram,2015,2175,2964,789,36.275862068965516
Aurangabad,Fig,2015,1982,2771,789,39.80827447023209
Nashik,Green Chilli,2015,1400,2189,789,56.357142857142854
Kopargaon,Gram,2015,3581,4370,789,22.032951689472213
Nashik-Devlali,Shepu,2016,1693,2482,789,46.60366213821619
Ratanagari,Ladies Finger,2015,2474,3263,789,31.891673403395313
Ratanagari,Flower,2016,2211,3000,789,35.68521031207598
Osmanabad,Wheat(Husked),2015,1900,2689,789,41.526315789473685
Amarawati,Mango,2016,2744,3533,789,28.753644314868804
Vaduj,Gram,2016,6944,7733,789,11.362327188940093
Indapur-Bhigwan,Gram,2016,5957,6746,789,13.244921940574114
Solapur,Matki,2016,5149,5938,789,15.32336375995339
Shrirampur,Ladies Finger,2016,2553,3342,789,30.904817861339602
Shrirampur,Cluster Bean,2015,2632,3421,789,29.977203647416413
Kamthi,Chavli (Pala),2016,900,1689,789,87.66666666666667
Karanja,Pigeon Pea (Tur),2016,8150,8939,789,9.680981595092025
Pathari,Bajri,2016,654,1442,788,120.48929663608563
Nandurbar,Sunflower,2016,4396,5184,788,17.925386715195632
Kamthi,Small Gourd,2016,648,1436,788,121.60493827160494
Pune,Flower,2016,868,1656,788,90.78341013824885
Vadgaon Peth,Bitter Gourd,2014,1781,2569,788,44.24480628860191
Khed-Chakan,Bitter Gourd,2016,1072,1860,788,73.50746268656717
Sindi (Selu),Cotton,2015,3650,4438,788,21.589041095890412
Kalyan,Shevga,2015,2871,3659,788,27.446882619296414
Majalgaon,Gram,2015,2785,3573,788,28.29443447037702
Pune,Mula Shenga,2016,1425,2213,788,55.29824561403509
Chakur,Pigeon Pea (Tur),2016,8383,9171,788,9.399976142192532
Mumbai,Split Gram,2016,5488,6276,788,14.358600583090379
Chalisgaon,Pigeon Pea (Tur),2015,4441,5229,788,17.74375140734069
Satara,Green-Peas,2015,3780,4568,788,20.84656084656085
Shahapur,Cluster Bean,2015,4056,4844,788,19.42800788954635
Indapur,Sorgum(Jawar),2016,1765,2553,788,44.64589235127479
Aurangabad,CHIKOO,2016,1900,2688,788,41.473684210526315
Hingoli-Kanegaon Naka,GRAM,2016,6662,7450,788,11.8282797958571
Ahmednagar,Green Gram,2016,4735,5522,787,16.62090813093981
Vadgaon Peth,Cucumber,2015,913,1700,787,86.19934282584884
Kalamb (Os),Gram,2015,3427,4214,787,22.96469215056901
Nandura,Gram,2015,3534,4321,787,22.2693831352575
Parbhani,Green Gram,2015,6401,7188,787,12.294953913451023
Nagpur,Chikoo,2014,989,1776,787,79.57532861476238
Murbad,CAPSICUM,2016,2913,3700,787,27.016821146584277
Jalgaon,Brinjal,2016,769,1556,787,102.3407022106632
Satara,LADIES FINGER,2016,1652,2439,787,47.639225181598064
Vasai,Onion,2015,1160,1947,787,67.84482758620689
Nagpur,Chikoo,2015,913,1700,787,86.19934282584884
Kamthi,Tomato,2015,663,1450,787,118.7028657616893
Murum,Pigeon Pea (Tur),2015,5305,6092,787,14.835061262959472
Pune-Moshi,Capsicum,2016,2390,3177,787,32.92887029288703
Nira-Saswad,Bajri,2016,1550,2337,787,50.774193548387096
Amarawati,Coriander  ,2015,2838,3625,787,27.730796335447497
Kalyan,Mosambi,2015,2194,2981,787,35.87055606198724
Kolhapur,Maize(Corn.),2016,486,1272,786,161.7283950617284
Kada,Wheat(Husked),2016,1493,2279,786,52.64567983924983
Mahagaon,Pigeon Pea (Tur),2016,7993,8779,786,9.833604403853371
Ratanagari,Cucumber,2016,2071,2857,786,37.95267986479961
Varud,Orange,2016,1500,2286,786,52.4
Patan,Ladies Finger,2014,3857,4643,786,20.37853253824216
Ratanagari,Cucumber,2016,727,1513,786,108.11554332874827
Nandgaon Khandeshwar,Gram,2016,6937,7723,786,11.330546345682572
Kalvan,Ground Nut Pods (Dry),2014,3778,4564,786,20.804658549497088
Shrirampur,Mosambi,2015,2500,3286,786,31.44
Shrirampur,Grapes,2015,3857,4643,786,20.37853253824216
Nandurbar,Sorgum(Jawar),2015,1403,2189,786,56.02280826799715
Satara,Pavtta,2014,5024,5810,786,15.644904458598726
Osmanabad,Sorgum(Jawar),2015,1146,1932,786,68.58638743455498
Pune,Pumpkin,2016,1562,2348,786,50.32010243277849
Kalyan,Cluster Bean,2016,3119,3905,786,25.2003847386983
Ratanagari,Flower,2014,2333,3119,786,33.690527218174026
Karad,Pomegranate,2015,2571,3357,786,30.57176196032672
Mangrulpeer,Soybean,2015,3215,4001,786,24.447900466562984
Rahata,Brinjal,2016,871,1657,786,90.24110218140069
Vai,Pavata,2015,4000,4786,786,19.65
Ratanagari,Bitter Gourd,2015,2750,3536,786,28.581818181818182
Kamthi,Spinach,2014,807,1593,786,97.39776951672863
Shrirampur,Gram,2015,3595,4381,786,21.863699582753824
Ratanagari,Cluster Bean,2015,2071,2857,786,37.95267986479961
Jalna,Gram,2015,4023,4809,786,19.537658463832962
Vai,Pavtta,2015,4000,4786,786,19.65
Aurangabad,Lemon,2016,1764,2550,786,44.5578231292517
Ratanagari,Ginger (Fresh),2015,4071,4857,786,19.307295504789977
Vai,Ladies Finger,2016,2929,3714,785,26.800955957664733
Ambejogai,Gram,2015,3992,4777,785,19.66432865731463
Bhivandi,RICE(PADDY-HUS),2016,2092,2877,785,37.523900573613766
Rahuri-Vambori,Onion,2016,150,935,785,523.3333333333334
Ahmednagar,Tamarind,2016,6804,7589,785,11.537330981775426
Pune,Bitter Gourd,2014,1426,2211,785,55.04908835904628
Sinner,Pigeon Pea (Tur),2015,3364,4149,785,23.335315101070154
Solapur,Ghevda,2015,746,1531,785,105.22788203753352
Kamthi,Flower,2015,830,1615,785,94.57831325301204
Satara,Tomato,2015,1296,2081,785,60.57098765432099
Pune-Moshi,SHEVGA,2016,2810,3595,785,27.93594306049822
Solapur,Wheat(Husked),2015,2017,2802,785,38.919186911254336
Vasai,Wheat(Husked),2016,1903,2688,785,41.25065685759327
Pune-Pimpri,Ghevda,2016,3286,4071,785,23.889227023737067
Mangrulpeer,Gram,2015,3776,4561,785,20.78919491525424
Pune,Cucumber,2014,675,1460,785,116.29629629629629
Rahata,Tomato,2014,1138,1923,785,68.98066783831283
Lasur Station,Gram,2015,3569,4354,785,21.994956570467917
Pune,Brinjal,2015,550,1335,785,142.72727272727272
Kolhapur,Maize(Corn.),2015,393,1178,785,199.74554707379136
Rahata,Green Chilli,2015,2746,3531,785,28.587035688273854
Murbad,Ladies Finger,2016,2789,3574,785,28.14628899247042
Pandharpur,Capsicum,2015,400,1185,785,196.25
Kamthi,WAL BHAJI,2016,1193,1978,785,65.80050293378038
Shirpur,Chillies(Red),2015,1396,2180,784,56.16045845272206
Kolhapur,Onion,2016,132,916,784,593.939393939394
Jalgaon,Bitter Gourd,2015,1874,2658,784,41.83564567769477
Dondaicha,Pigeon Pea (Tur),2016,5853,6637,784,13.39484025286178
Kej,Gram,2016,4755,5539,784,16.487907465825447
Taloda,Gram,2015,3031,3815,784,25.86605080831409
Phaltan,Wheat(Husked),2015,1525,2309,784,51.40983606557377
Akluj,Onion,2014,985,1769,784,79.59390862944163
Ahmednagar,Carrot,2016,633,1417,784,123.85466034755135
Ratanagari,Cucumber,2016,1558,2342,784,50.3209242618742
Akot,Gram,2016,7155,7939,784,10.95737246680643
Gangakhed,Cotton,2016,4100,4884,784,19.121951219512194
Kamthi,Small Gourd,2015,758,1542,784,103.43007915567283
Khamgaon,Cotton,2016,4229,5013,784,18.538661622132892
Khed-Chakan,GREEN CHILLI,2016,972,1756,784,80.65843621399176
Rahata,Onion,2016,133,917,784,589.4736842105264
Kalyan,Mosambi,2016,3708,4492,784,21.14347357065804
Akot,Pigeon Pea (Tur),2015,5819,6602,783,13.455920261213267
Kolhapur-Laxmipuri,Bajri,2015,1017,1800,783,76.99115044247787
Katol,Soybean,2016,2873,3656,783,27.25374173337974
Nandgaon Khandeshwar,Soybean,2016,2787,3570,783,28.094725511302475
Nashik,Onion,2015,768,1551,783,101.953125
Nandurbar,Black Gram,2016,6189,6972,783,12.651478429471643
Beed,Gram,2016,7777,8560,783,10.068149672110069
Sangamner,Tomato,2015,345,1128,783,226.95652173913044
Daryapur,Green Gram,2015,5052,5835,783,15.498812351543943
Ramtek,Shevga,2016,1300,2083,783,60.23076923076923
Hinganghat,Soybean,2016,3000,3783,783,26.1
Sinner,Onion,2016,99,882,783,790.9090909090909
Mangalwedha,Sorgum(Jawar),2015,1467,2249,782,53.30606680299932
Vasai,Potato,2016,1130,1912,782,69.20353982300885
Vadgaon Peth,Capsicum,2015,773,1555,782,101.16429495472187
Nira-Saswad,Sorgum(Jawar),2016,1600,2382,782,48.875
Dindori-Vani,Onion,2015,1695,2477,782,46.13569321533923
Indapur,Wheat(Husked),2016,1581,2363,782,49.46236559139785
Kalamb (Os),Wheat(Husked),2015,1478,2260,782,52.90933694181326
Amarawati,Math (Bhaji),2016,5023,5805,782,15.568385427035636
Umared,Gram,2014,2150,2932,782,36.372093023255815
Sailu,Green Gram,2014,6299,7081,782,12.414668995078584
Karad,Bitter Gourd,2015,2091,2873,782,37.39837398373984
Satara,Cluster Bean,2015,2141,2923,782,36.52498832321345
Nashik,Cucumber,2015,938,1719,781,83.26226012793177
Indapur (Nimgaon Ketki),Sorgum(Jawar),2015,1375,2156,781,56.8
Pune,Bitter Gourd,2015,1871,2652,781,41.74238375200427
Shrirampur,Bitter Gourd,2016,3188,3969,781,24.498117942283564
Katol,Soybean,2016,2851,3632,781,27.39389687828832
Barshi,Gram,2015,3272,4053,781,23.869193154034228
Satara,Brinjal,2015,1600,2381,781,48.8125
Kalamb (Os),Wheat(Husked),2015,1666,2446,780,46.8187274909964
Khed-Chakan,Squash Gourd,2016,3660,4440,780,21.311475409836067
Murbad,Brinjal,2016,3100,3880,780,25.161290322580644
Pathardi,WHEAT(HUSKED),2016,1620,2400,780,48.148148148148145
Pune,Sweet Potato,2015,1600,2380,780,48.75
Sangrampur,Black Gram,2014,3720,4500,780,20.967741935483872
Dudhani,Gram,2015,4136,4916,780,18.85880077369439
Kalyan,Lemon,2016,2640,3420,780,29.545454545454547
Pune-Manjri,Hemp,2015,0,780,780,inf
Kalamb (Yawatmal),Pigeon Pea (Tur),2016,7733,8513,780,10.086641665589035
Umarkhed,Gram,2014,2320,3100,780,33.62068965517241
Ahmednagar,Lemon,2015,840,1620,780,92.85714285714286
Jalna,Mosambi,2016,1677,2457,780,46.51162790697674
Pune-Manjri,Spinach,2015,330,1110,780,236.36363636363637
Khed-Chakan,FARSHI,2016,1240,2020,780,62.903225806451616
Sinner,Gram,2014,1878,2658,780,41.533546325878596
Phaltan,Gram,2014,2600,3380,780,30.0
Nilanga,Gram,2015,3350,4130,780,23.28358208955224
Chalisgaon,Ground Nut Pods (Dry),2015,4828,5608,780,16.15575807787904
Nagpur,Chikoo,2014,1048,1828,780,74.42748091603053
Solapur,Chikoo,2015,637,1416,779,122.29199372056515
Akluj,Bitter Gourd,2014,1971,2750,779,39.52308472856418
Purna,Green Gram,2016,4552,5331,779,17.11335676625659
Yeola,GREEN GRAM,2016,4034,4813,779,19.31085770946951
Manwat,Soybean,2015,3000,3779,779,25.966666666666665
Lasur Station,Sorgum(Jawar),2015,1296,2075,779,60.108024691358025
Jalgaon,Orange,2015,664,1443,779,117.31927710843374
Kamthi,Flower,2016,862,1641,779,90.37122969837587
Khed (Shel Pimpalgaon),Cluster Bean,2016,3595,4374,779,21.668984700973574
Chandur Bajar,Gram,2014,1870,2648,778,41.60427807486631
Shrirampur,Cluster Bean,2015,2500,3278,778,31.12
Varud-Rajura Bazar,Gram,2015,2629,3407,778,29.593001141118297
Khed-Chakan,Green-Peas,2016,2870,3648,778,27.10801393728223
Dhamangaon-Rly,Pigeon Pea (Tur),2015,5600,6378,778,13.892857142857142
Mangalwedha,Gram,2015,3399,4177,778,22.889085025007354
Junnar (Alephata),Onion,2014,1375,2153,778,56.58181818181818
Pune-Pimpri,Tomato,2015,961,1739,778,80.9573361082206
Nagpur,Pigeon Pea (Tur),2015,4975,5753,778,15.638190954773869
Jalna,Black Gram,2015,8675,9453,778,8.968299711815561
Akot,Green Gram,2016,5353,6131,778,14.53390622081076
Rahata,Green Chilli,2015,2778,3556,778,28.005759539236863
Chandrapur-Ganjwad,Carrot,2014,1037,1815,778,75.02410800385728
Amarawati,Ginger (Fresh),2015,2528,3306,778,30.775316455696203
Ratanagari,Ladies Finger,2014,2222,3000,778,35.013501350135016
Amarawati,GRAM,2016,9309,10086,777,8.346761198839832
Pandharpur,Onion,2016,129,906,777,602.3255813953489
Lonand,Sorgum(Jawar),2016,1648,2425,777,47.148058252427184
Amarawati,Mosambi,2016,1717,2494,777,45.2533488642982
Aurangabad,Green Chilli,2015,1377,2154,777,56.42701525054466
Osmanabad,Tomato,2015,602,1379,777,129.06976744186048
Parbhani,Pigeon Pea (Tur),2015,8305,9082,777,9.355809753160747
Kurdwadi-Modnimb,Sorgum(Jawar),2015,1584,2361,777,49.053030303030305
Pune-Moshi,Shevga,2016,3750,4527,777,20.72
Kamthi,Potato,2015,633,1410,777,122.74881516587678
Akluj,Brinjal,2014,1546,2323,777,50.25873221216042
Karad,Bor,2015,877,1654,777,88.59749144811859
Washim,Gram,2016,5927,6704,777,13.109498903323773
Dudhani,Green Gram,2015,7925,8701,776,9.79179810725552
Amalner,Pigeon Pea (Tur),2016,7573,8349,776,10.246929882477222
Sangali,Chillies(Red),2015,8553,9329,776,9.07283993920262
Loha,Gram,2014,1800,2576,776,43.111111111111114
Solapur,Potato,2016,544,1320,776,142.64705882352942
Solapur,Wheat(Husked),2015,2067,2843,776,37.542331881954524
Dhule,Pigeon Pea (Tur),2016,6930,7706,776,11.197691197691197
Phaltan,Green Chilli,2016,1165,1941,776,66.60944206008584
Hingoli,Turmeric,2016,8698,9474,776,8.921591170383996
Mumbai,Shevga,2014,3168,3944,776,24.494949494949495
Umarga,Gram,2016,7003,7779,776,11.080965300585463
Kamthi,Small Gourd,2015,765,1541,776,101.43790849673202
Mumbai,Jaggery,2014,3343,4119,776,23.21268321866587
Sangali,Sorgum(Jawar),2016,1780,2556,776,43.59550561797753
Nashik,Ghosali(Bhaji),2016,1228,2004,776,63.192182410423456
Sangali,Sorgum(Jawar),2016,1794,2570,776,43.25529542920847
Karad,Ghevda,2014,2025,2800,775,38.27160493827161
Karad,Onion,2014,1375,2150,775,56.36363636363637
Akluj,Bor,2016,1138,1913,775,68.10193321616872
Amarawati,Mosambi,2016,1575,2350,775,49.20634920634921
Kalyan,Small Gourd,2015,1400,2175,775,55.357142857142854
Pune-Moshi,Cabbage,2016,1452,2227,775,53.37465564738292
Ratanagari,Ladies Finger,2016,2925,3700,775,26.495726495726494
Karad,Potato,2014,2050,2825,775,37.80487804878049
Solapur,Potato,2014,1762,2537,775,43.98410896708286
Manchar,Cluster Bean,2015,4550,5325,775,17.032967032967033
Akluj,Bor,2016,725,1500,775,106.89655172413794
Ratanagari,Flower,2016,1650,2425,775,46.96969696969697
Nira-Saswad,Rice(Paddy-Hus),2016,2834,3609,775,27.34650670430487
Nashik,Melon,2015,750,1525,775,103.33333333333333
Baramati,Soybean,2016,2810,3585,775,27.580071174377224
Ambejogai,Pigeon Pea (Tur),2015,8091,8866,775,9.578544061302683
Jalgaon,Wal Papdi,2015,1825,2600,775,42.465753424657535
Jalgaon,Methi (Bhaji),2016,915,1690,775,84.69945355191257
Wardha,Pigeon Pea (Tur),2016,7469,8244,775,10.376221716427901
Akluj,Brinjal,2016,1119,1894,775,69.25826630920464
Chandur Bajar,Pigeon Pea (Tur),2016,7391,8166,775,10.485725882830469
Vasai,Wheat(Husked),2016,1827,2602,775,42.419266557197595
Nashik,Papai,2016,538,1313,775,144.05204460966542
Kolhapur,Ginger (Fresh),2016,1521,2296,775,50.953320184089414
Indapur,Gram,2015,3162,3937,775,24.50980392156863
Phaltan,Onion,2016,350,1125,775,221.42857142857142
Shrirampur,Black Gram,2016,5125,5900,775,15.121951219512194
Chandvad,LADIES FINGER,2016,659,1434,775,117.60242792109257
Kalmeshwar,Gram,2016,4913,5688,775,15.774475880317524
Kille Dharur,Gram,2015,3200,3975,775,24.21875
Gadhinglaj,Jaggery,2016,3225,4000,775,24.031007751937985
Dondaicha,Gram,2014,2199,2974,775,35.243292405638925
Aurangabad,Chikoo,2015,1575,2350,775,49.20634920634921
Ahmednagar,GHEVDA,2016,1350,2125,775,57.407407407407405
Bhokar,Gram,2016,6425,7200,775,12.062256809338521
Patan,Ghevda,2016,2350,3125,775,32.97872340425532
Katol,Orange,2016,1180,1955,775,65.67796610169492
Dound,BAJRI,2016,1237,2012,775,62.65157639450283
Indapur-Bhigwan,Pigeon Pea (Tur),2014,3050,3825,775,25.40983606557377
Kalyan,Gr.Nut Kernels,2015,8300,9075,775,9.337349397590362
Jamkhed,SORGUM(JAWAR),2016,2025,2800,775,38.27160493827161
Varud-Rajura Bazar,Gram,2015,2850,3625,775,27.19298245614035
Jalgaon,Gram,2015,3353,4128,775,23.11362958544587
Jalna-Badnapur,Green Gram,2014,7450,8225,775,10.40268456375839
Lonar,Green Gram,2015,6875,7650,775,11.272727272727273
Palus,Bitter Gourd,2016,4000,4775,775,19.375
Solapur,Potato,2016,823,1598,775,94.16767922235724
Shegaon,Pigeon Pea (Tur),2016,8008,8782,774,9.665334665334665
Indapur-Bhigwan,Wheat(Husked),2015,1530,2304,774,50.588235294117645
Barshi-Vairag,Sorgum(Jawar),2016,1693,2467,774,45.717660956881275
Latur-Murud,Gram,2015,3501,4275,774,22.10796915167095
Lasalgaon,Onion,2015,919,1693,774,84.22198041349293
Bhivandi,Potato,2015,1240,2014,774,62.41935483870968
Ghoti,Brinjal,2016,1374,2148,774,56.33187772925764
Pandharpur,Green Chilli,2016,439,1213,774,176.3097949886105
Kamthi,Bottle Gourd,2014,791,1565,774,97.85082174462705
Ambad(Vadi Godri),Wheat(Husked),2016,1693,2467,774,45.717660956881275
Aarni,Pigeon Pea (Tur),2016,7438,8212,774,10.406023124495832
Kopargaon,Gram,2015,3323,4097,774,23.292205838098106
Mangrulpeer,Green Gram,2014,6319,7093,774,12.248773540117107
Dhule,Soybean,2015,2758,3532,774,28.0638143582306
Barshi,Flower,2016,673,1447,774,115.0074294205052
Akola,Gram,2015,3146,3920,774,24.602670057215512
Sangali,Sorgum(Jawar),2016,1744,2518,774,44.38073394495413
Nashik,METHI (BHAJI),2016,783,1557,774,98.85057471264368
Pune-Manjri,GHOSALI(BHAJI),2016,1834,2607,773,42.148309705561616
Amarawati-Fruit And Vegetables,GINGER (FRESH),2016,2060,2833,773,37.52427184466019
Satara,Green Chilli,2016,3077,3850,773,25.12187195320117
Indapur-Bhigwan,Wheat(Husked),2015,1590,2363,773,48.61635220125786
Ratanagari,Capsicum,2015,2182,2955,773,35.42621448212649
Pune-Manjri,Chavli (Pala),2015,495,1268,773,156.16161616161617
Vadgaon Peth,Cabbage,2015,617,1390,773,125.2836304700162
Rahuri-Vambori,Onion,2016,135,908,773,572.5925925925926
Manmad,Gram,2015,4240,5013,773,18.2311320754717
Pune,Potato,2015,577,1350,773,133.9688041594454
Aurangabad,Chavli (Shenga ),2016,2227,3000,773,34.7103726986978
Satara,Brinjal,2015,1655,2428,773,46.70694864048338
Barshi,Wheat(Husked),2015,1417,2190,773,54.55187014820042
Jalgaon,Flower,2016,1157,1930,773,66.81071737251513
Amarawati-Fruit And Vegetables,Chikoo,2016,1487,2260,773,51.98386012104909
Mumbai,Green-Peas,2015,4808,5581,773,16.07737104825291
Pusad,Ground Nut Pods (Dry),2016,5250,6023,773,14.723809523809523
Pune-Manjri,Kanda Pat,2016,698,1471,773,110.74498567335243
Nandgaon Khandeshwar,Green Gram,2016,5400,6173,773,14.314814814814815
Pune,SWEET POTATO,2016,809,1582,773,95.55006180469715
Rahata,Ladies Finger,2015,827,1600,773,93.47037484885126
Vadgaon Peth,Ladies Finger,2015,818,1591,773,94.49877750611248
Umarga,Pigeon Pea (Tur),2016,7194,7967,773,10.745065332221296
Kurdwadi-Modnimb,Onion,2015,1393,2166,773,55.49174443646805
Solapur,Ghevda,2016,1873,2645,772,41.21729845168179
Sinner,Onion,2016,91,863,772,848.3516483516484
Pandharpur,Cabbage,2015,455,1227,772,169.67032967032966
Devala,Gram,2015,3102,3874,772,24.88716956802063
Jalna,Gram,2016,4607,5379,772,16.757108747558064
Dhamangaon-Rly,Pigeon Pea (Tur),2016,8072,8844,772,9.56392467789891
Nashik,Bottle Gourd,2016,540,1312,772,142.96296296296296
Rahuri-Vambori,Onion,2016,189,961,772,408.46560846560845
Indapur-Bhigwan,Gram,2016,3750,4522,772,20.586666666666666
Kalamb (Os),Pigeon Pea (Tur),2014,3252,4024,772,23.739237392373923
Dudhani,Gram,2016,5340,6112,772,14.456928838951312
Sonpeth,Cotton,2016,3662,4434,772,21.081376297105408
Jalkot,Sorgum(Jawar),2016,1858,2630,772,41.55005382131324
Chandrapur-Ganjwad,Coriander  ,2015,967,1739,772,79.83453981385729
Gevrai,Pigeon Pea (Tur),2016,7901,8673,772,9.77091507404126
Kolhapur,Carrot,2016,457,1229,772,168.92778993435448
Kamthi,Chavli (Shenga ),2016,919,1690,771,83.89553862894451
Shirpur,Gram,2015,3970,4741,771,19.420654911838792
Kada,Green Gram,2015,6800,7571,771,11.338235294117647
Umared,Pigeon Pea (Tur),2015,4870,5641,771,15.831622176591376
Akluj,Shevga,2015,1235,2006,771,62.42914979757085
Malkapur,Gram,2016,4545,5316,771,16.963696369636963
Solapur,Ghevda,2015,858,1629,771,89.86013986013987
Hadgaon,Gram,2016,3550,4321,771,21.718309859154928
Manchar,Cabbage,2016,1711,2482,771,45.06136762127411
Kurdwadi-Modnimb,Wheat(Husked),2015,1338,2109,771,57.62331838565022
Satara,Brinjal,2015,1396,2167,771,55.22922636103152
Gevrai,Pigeon Pea (Tur),2016,5444,6215,771,14.162380602498164
Rahata,Brinjal,2015,829,1600,771,93.00361881785284
Manmad,Onion,2016,584,1355,771,132.0205479452055
Jamkhed,Sorgum(Jawar),2016,1771,2542,771,43.53472614342179
Karanja,Ground Nut Pods (Dry),2015,4174,4945,771,18.471490177287972
Kalamb (Os),Gram,2015,3538,4309,771,21.791972866026004
Aurangabad,Brinjal,2016,1129,1900,771,68.29052258635961
Mumbai,Green Peas (Dry),2015,2938,3709,771,26.24234172906739
Satara,Ginger (Fresh),2015,2343,3114,771,32.90653008962868
Patur,Gram,2015,3443,4214,771,22.39326169038629
Raver,Pigeon Pea (Tur),2016,6637,7407,770,11.601627241223444
Sangli-Phale Bhajipalam,Onion,2016,382,1152,770,201.57068062827224
Kalamb (Os),Wheat(Husked),2015,1679,2449,770,45.86063132817153
Kamthi,CHAVLI (PALA),2016,1013,1783,770,76.01184600197433
Ahmednagar,Cabbage,2015,560,1330,770,137.5
Vai,Ridge Gourd,2016,4192,4962,770,18.36832061068702
Shegaon,Green Gram,2015,7466,8236,770,10.313420841146531
Manora,Pigeon Pea (Tur),2015,4776,5546,770,16.122278056951423
Chandrapur,Papai,2016,560,1330,770,137.5
Umarga,Pigeon Pea (Tur),2015,5408,6178,770,14.238165680473372
Nanded,Wheat(Husked),2015,1381,2151,770,55.756698044895
Kalvan,GROUND NUT PODS (DRY),2016,3884,4654,770,19.824922760041193
Khamgaon,Green Gram,2014,7346,8116,770,10.481894908793901
Akola,Green Gram,2015,7250,8020,770,10.620689655172415
Pune-Moshi,GHEVDA,2016,1913,2683,770,40.250914793518035
Malkapur,Soybean,2016,2202,2972,770,34.968210717529516
Paranda,Sorgum(Jawar),2016,1680,2450,770,45.833333333333336
Indapur-Bhigwan,Wheat(Husked),2016,1583,2353,770,48.641819330385346
Kurdwadi-Modnimb,Sorgum(Jawar),2016,1591,2361,770,48.39723444374607
Nandurbar,Chillies(Red),2016,919,1689,770,83.7867247007617
Yeotmal,Gram,2016,4754,5524,770,16.196886832141356
Pune,Tomato,2014,575,1345,770,133.91304347826087
Umarga,Pigeon Pea (Tur),2014,3954,4723,769,19.448659585230146
Indapur,Gram,2016,5175,5944,769,14.859903381642512
Kamthi,Carrot,2016,723,1492,769,106.36237897648687
Pune-Manjri,Rajgira,2015,225,994,769,341.77777777777777
Barshi-Vairag,Ground Nut Pods (Dry),2014,3150,3919,769,24.41269841269841
Rahuri,Melon,2016,244,1013,769,315.1639344262295
Nagpur,Pigeon Pea (Tur),2016,5414,6183,769,14.203915773919467
Akkolkot,Pigeon Pea (Tur),2015,9806,10575,769,7.842137466857026
Akluj,Bitter Gourd,2015,1231,2000,769,62.46953696181966
Solapur,Green Chilli,2016,396,1165,769,194.1919191919192
Katol,Gram,2016,5852,6621,769,13.140806561859193
Akola,GREEN GRAM,2016,4325,5094,769,17.78034682080925
Akluj,Chikoo,2015,1725,2494,769,44.57971014492754
Murtizapur,Pigeon Pea (Tur),2015,5098,5867,769,15.084346802667714
Satana,Gram,2016,3535,4304,769,21.753889674681755
Osmanabad,Cucumber,2015,819,1588,769,93.89499389499389
Indapur-Bhigwan,Pigeon Pea (Tur),2015,3963,4732,769,19.404491546807975
Pune-Pimpri,Ghosali(Bhaji),2016,2323,3092,769,33.10374515712441
Pune,Bitter Gourd,2015,945,1714,769,81.37566137566138
Beed,Wheat(Husked),2015,1696,2464,768,45.283018867924525
Nandura,Onion,2015,1087,1855,768,70.65317387304508
Kolhapur,Maize(Corn.),2015,488,1256,768,157.37704918032787
Nagpur,Ginger (Fresh),2015,2813,3581,768,27.301813011020265
Pune,Green Gram,2016,6616,7384,768,11.608222490931077
Dhule,Gram,2014,2285,3053,768,33.61050328227571
Pune,Snake Gourd,2015,809,1577,768,94.93201483312731
Washim,Turmeric,2016,6500,7268,768,11.815384615384616
Pune-Pimpri,Bottle Gourd,2016,1632,2400,768,47.05882352941177
Pune,Green Gram,2016,7503,8271,768,10.235905637744903
Latur,Pigeon Pea (Tur),2015,5094,5862,768,15.07656065959953
Kamthi,Mint,2016,912,1680,768,84.21052631578948
Pune-Moshi,Cluster Bean,2016,2048,2816,768,37.5
Sinner,Gram,2015,3575,4343,768,21.482517482517483
Junnar-Otur,Cluster Bean,2016,561,1329,768,136.89839572192514
Mumbai,Cucumber,2014,644,1412,768,119.25465838509317
Sangali,Wheat(Unhusked),2014,3800,4567,767,20.18421052631579
Manchar,Shevga,2016,1233,2000,767,62.206001622060015
Sangali,Gram,2015,4233,5000,767,18.119536971415073
Osmanabad,Pigeon Pea (Tur),2016,7667,8434,767,10.003912873353332
Akole,Wheat(Husked),2016,1533,2300,767,50.032615786040445
Kalyan,Shevga,2016,4933,5700,767,15.548347861341982
Kamthi,Tomato,2016,770,1537,767,99.6103896103896
Yeotmal,Pigeon Pea (Tur),2016,8167,8934,767,9.391453410064896
